NCU05782	CG7878
NCU04312	Lis-1
NCU06244	CG34132
NCU06244	Tim13
NCU06244	CG42302
NCU08353	Clp
NCU03963	CG31115
NCU03963	Mtap
NCU01549	hook
NCU09758	Sos
NCU06500	Sos
NCU03043	CG12605
NCU03043	scrt
NCU07438	Whamy
NCU07438	WASp
NCU03113	Socs44A
NCU03113	Crk
NCU08148	CNT2
NCU08148	CNT1
NCU08686	CG10761
NCU08686	CG16781
NCU08686	CG9855
NCU08686	CG17991
NCU02897	CG12065
NCU16472	CG12065
NCU09760	CG12065
NCU02194	CG12065
NCU05316	CG12065
NCU07464	CG12065
NCU03478	CG12065
NCU03264	Ced-12
NCU05990	CG1358
NCU04802	Pex11
NCU06495	CG12479
NCU06495	CG41128
NCU06495	CG13564
NCU06881	SCOT
NCU08145	SCOT
NCU06632	tomboy20
NCU06632	Tom20
NCU04355	Pi4KIIalpha
NCU06233	MBD-R2
NCU02121	MBD-R2
NCU01068	EndoA
NCU08741	Cka
NCU09742	shep
NCU01504	sra
NCU06095	grh
NCU01072	hts
NCU06687	GlyS
NCU16784	Arv1
NCU04766	Not1
NCU01657	CG31648
NCU03464	Taf13
NCU07409	wuho
NCU01625	Xpd
NCU04009	Rrp4
NCU08633	cactin
NCU16771	CG14057
NCU07313	cutlet
NCU08955	CG8209
NCU02572	CG4849
NCU03097	CG14971
NCU01830	CG11796
NCU04348	CG7728
NCU11197	CG7339
NCU05902	lt
NCU00944	CG10184
NCU07259	PIG-K
NCU03401	Pfdn4
NCU02133	Sod1
NCU04749	CG2990
NCU09042	beta-Man
NCU00890	beta-Man
NCU09463	LeuRS
NCU16378	CG42381
NCU06921	CG6015
NCU02149	CG13018
NCU09312	Tango14
NCU05960	PIG-V
NCU06708	Sec22
NCU06646	Tfb5
NCU06183	dor
NCU08324	CG6073
NCU07972	CG13364
NCU07972	CG16824
NCU04454	CG11851
NCU08290	Irbp
NCU06950	sip1
NCU00310	CG8950
NCU01022	CG3735
NCU09435	su(f)
NCU01580	Tfb4
NCU02696	CG6227
NCU03048	ZC3H3
NCU03040	Ogg1
NCU03146	CG5961
NCU04150	Rbm13
NCU03980	CCT5
NCU07547	RpLP0-like
NCU05961	CG15084
NCU06578	Ranbp9
NCU06893	CG2701
NCU06761	Sply
NCU00611	Smg6
NCU01596	Rpn6
NCU07662	Pex7
NCU02156	PDCD-5
NCU01002	epsilonCOP
NCU08323	bys
NCU02421	CG1968
NCU04362	CG13625
NCU03808	kz
NCU02742	Nup160
NCU01784	CG3045
NCU01503	Tsr1
NCU00476	CG8549
NCU04327	Mcm2
NCU03239	thoc5
NCU03485	Srp19
NCU06175	Pex3
NCU04176	Elp2
NCU09744	Bub3
NCU06774	CG1116
NCU08345	vih
NCU05289	Non1
NCU08004	wal
NCU06176	Bet5
NCU06993	ash2
NCU03226	tsu
NCU02546	Ns2
NCU07044	CG30022
NCU07111	CG30022
NCU07483	Mppe
NCU07483	PGAP5
NCU03913	CG17691
NCU07365	Prosbeta7
NCU06959	CG4119
NCU00656	Pi3K59F
NCU02285	CG6094
NCU04243	CG11920
NCU09437	Mat89Ba
NCU04376	Nup44A
NCU05803	CG17514
NCU01800	mRpS5
NCU03085	CG2021
NCU07844	CG12320
NCU00487	CG9643
NCU06468	CG13185
NCU04646	DNApol-alpha60
NCU01951	mus205
NCU07125	CG7218
NCU07393	l(3)07882
NCU09894	CG7839
NCU06099	CG7414
NCU02268	Cog3
NCU02052	Taf2
NCU02432	CG2790
NCU03047	TfIIFbeta
NCU07166	CG13773
NCU08828	Mfe2
NCU09438	CG8777
NCU06192	Vps45
NCU00978	Mps1
NCU01377	Cdc16
NCU00337	CG1234
NCU00345	CG16908
NCU00936	Ssadh
NCU08317	Orc4
NCU03944	flr
NCU02409	CG5608
NCU00568	Spp
NCU01930	LSm7
NCU00512	mr
NCU01171	Mcm5
NCU03557	Naa35
NCU02837	Sf3b6
NCU02539	dpa
NCU00501	CG2875
NCU02066	CG9246
NCU04182	Spx
NCU03274	CG12909
NCU09521	l(2)09851
NCU06210	RpL28
NCU01795	CG8635
NCU02373	ND-39
NCU08903	CG7637
NCU10043	BubR1
NCU10043	Bub1
NCU04738	Mcm10
NCU08549	CG8768
NCU06217	CG4806
NCU03526	Uba2
NCU16651	Dhfr
NCU11313	Spase12
NCU02459	CG8031
NCU01655	CG8397
NCU03277	Pex10
NCU03985	CG11986
NCU00770	CG8858
NCU16377	CG10214
NCU02493	Prosalpha7
NCU07554	SMC3
NCU03073	Chrac-14
NCU00419	l(2)37Cg
NCU02828	barr
NCU07299	Sf3a2
NCU03296	CG10340
NCU02748	CG17652
NCU02137	PIG-C
NCU11314	Sras
NCU01696	Pcf11
NCU02364	CG3224
NCU01370	Orc2
NCU08121	CG32409
NCU06268	Vps16A
NCU11381	Mvd
NCU02614	CG17266
NCU06386	wol
NCU06779	Alg11
NCU05233	CG1785
NCU06520	CG8611
NCU04279	yata
NCU07871	CG4611
NCU03763	CG12018
NCU01433	PpD3
NCU08660	CG8038
NCU04768	Etf-QO
NCU00301	Sas10
NCU03170	Mocs2B
NCU00163	xit
NCU05235	RpL24-like
NCU00159	Bin1
NCU09571	CG9596
NCU04104	Cse1
NCU03367	CG7927
NCU04002	DMAP1
NCU00690	l(1)G0045
NCU02570	CG12134
NCU02680	Npl4
NCU09843	CG3071
NCU04485	CG11417
NCU06931	Suox
NCU04474	Suox
NCU02813	eIF3m
NCU01858	CG10336
NCU07567	CCT8
NCU02670	CG1578
NCU06722	TrpRS
NCU09112	MED14
NCU02387	Ranbp21
NCU01569	CG9062
NCU07066	Ercc1
NCU06464	Tctp
NCU07265	CG11586
NCU11300	lmgA
NCU06742	CG5986
NCU00336	l(2)k09022
NCU06785	ATPCL
NCU03066	Ns1
NCU05644	PIG-T
NCU06033	PIG-S
NCU08952	eIF2Bbeta
NCU10270	STUB1
NCU01806	Rrp42
NCU00527	CG6878
NCU06839	CG9536
NCU16337	Impbeta11
NCU16791	CG11110
NCU04190	Sec8
NCU08031	CG6907
NCU09838	CG9186
NCU09700	CCT7
NCU06272	CG5728
NCU17061	CG6693
NCU06322	Psf2
NCU07956	l(1)G0004
NCU00504	HemK2
NCU09814	Nup107
NCU05545	f-cup
NCU05545	CG3494
NCU01490	CG12129
NCU09380	peng
NCU00120	CG5877
NCU02839	CCT4
NCU04840	Atg13
NCU00880	Plap
NCU04448	CCT1
NCU05300	esc
NCU05300	escl
NCU06333	Trp1
NCU02104	Rbbp5
NCU03809	MED6
NCU03051	CG8064
NCU09249	Pfdn2
NCU01257	CG1542
NCU06278	CG33158
NCU02000	Sf3b5
NCU08595	Non3
NCU06409	CG5645
NCU04378	CDC45L
NCU05781	mad2
NCU04407	CG1074
NCU07171	Arp2
NCU08021	PGAP1
NCU07174	Sgf29
NCU01644	p115
NCU00183	CG17726
NCU00133	Ssrp
NCU05587	Arp6
NCU02746	VhaSFD
NCU08484	Ctf4
NCU04035	Hira
NCU03771	CG8311
NCU09757	PIG-A
NCU09885	CG6638
NCU02126	CG6638
NCU00655	CG16935
NCU00198	Tim9a
NCU10893	dUTPase
NCU01822	Vps29
NCU00274	tefu
NCU06673	CG6951
NCU06498	CG7971
NCU00950	CG1434
NCU07548	snRNP-U1-70K
NCU07722	RIOK2
NCU03538	CG3358
NCU03233	ox
NCU07556	Hel89B
NCU09000	CG31357
NCU00372	THADA
NCU09004	eIF6
NCU09311	CG32281
NCU03961	l(2)34Fd
NCU02428	CG3527
NCU09297	Cap-D2
NCU05313	Fis1
NCU01290	Nop60B
NCU05252	nero
NCU02372	CG9154
NCU03632	Fnta
NCU01187	Gcn2
NCU06168	CG7265
NCU07549	mRpL43
NCU03133	CG1789
NCU09366	Prosbeta6
NCU08810	CG7382
NCU03964	CG4975
NCU02554	Vps8
NCU11246	CG7456
NCU00404	CG6712
NCU08119	Mcm7
NCU04387	Vha14-1
NCU02151	CG9945
NCU01341	snRNP-U1-C
NCU09754	fh
NCU04606	CG6841
NCU00135	CLS
NCU00438	Ada
NCU07011	CG9799
NCU06605	pic
NCU08363	CG3792
NCU00954	CG5068
NCU03575	IleRS
NCU01164	dre4
NCU03607	Srr
NCU06424	CG8043
NCU00966	EMC3
NCU02658	CG2656
NCU07451	MetRS
NCU01918	Arpc4
NCU00105	CG7006
NCU09756	Dbp73D
NCU11410	Cdc7
NCU11410	CG5790
NCU08158	MKP-4
NCU03898	Vps25
NCU01172	scat
NCU04788	CG3262
NCU10110	CG15093
NCU00417	l(1)10Bb
NCU11248	OstDelta
NCU04507	CG3704
NCU03972	Rpn7
NCU03669	CG8939
NCU00814	Vta1
NCU02438	CG5214
NCU07843	lsn
NCU05633	CG2970
NCU02588	nudC
NCU05894	CG7246
NCU01780	CG8204
NCU06626	Vps15
NCU11283	CG13192
NCU11187	Gtp-bp
NCU04333	Usp10
NCU00977	mRpL21
NCU02494	CG4554
NCU01613	csul
NCU08410	mRpL28
NCU03409	ldbr
NCU07266	Dph5
NCU08005	dare
NCU08505	CG4646
NCU17251	CG30109
NCU17251	CG30108
NCU09707	eIF3k
NCU00109	CG9578
NCU07070	Hlc
NCU06870	Spt-I
NCU08981	mst
NCU06395	CG12659
NCU02982	Rpn10
NCU02619	CG10463
NCU05095	alpha-PheRS
NCU00389	128up
NCU06572	CG5316
NCU07828	CG13623
NCU08518	CG6937
NCU06595	Vps36
NCU00493	deltaCOP
NCU05901	shtd
NCU01235	noi
NCU00981	Ip259
NCU02134	Tudor-SN
NCU07399	CG1227
NCU08395	Dim1
NCU07041	dbe
NCU06710	CG3702
NCU06855	holn1
NCU06051	CG11257
NCU09378	Rpb4
NCU06104	CG4338
NCU05231	CG11137
NCU02237	CG8414
NCU06715	brun
NCU00576	san
NCU06750	CG4593
NCU00614	EMC1
NCU02984	DENR
NCU11261	CG32075
NCU02385	CG15014
NCU04597	Maf1
NCU00037	Wdr33
NCU07889	DCP2
NCU01486	Elp1
NCU03018	wcd
NCU00925	CG4364
NCU04196	CG14544
NCU06345	gkt
NCU03357	CG9934
NCU03764	CG6724
NCU01008	CG4866
NCU01902	Gnpnat
NCU09065	SMC5
NCU02633	barc
NCU05213	l(3)76BDm
NCU03628	CG1671
NCU06508	PIG-O
NCU04662	Atg5
NCU02406	CG9004
NCU07458	nst
NCU04460	Galt
NCU04315	CIAPIN1
NCU02368	GAA1
NCU02513	CG10424
NCU02532	Uba3
NCU05014	CG12567
NCU08029	CG12567
NCU00569	MED31
NCU11040	CG10171
NCU03465	ksh
NCU02207	CCT2
NCU07713	CG10375
NCU02675	Rtc1
NCU06057	PIG-M
NCU09745	CG10222
NCU02963	Pfdn5
NCU04945	CG7950
NCU00823	Rpn11
NCU04898	CG6230
NCU00727	CG5380
NCU06869	Cpsf100
NCU04136	Taf5
NCU04136	can
NCU06279	eIF3l
NCU00308	Nsun5
NCU01843	CCT3
NCU07013	CG34183
NCU01067	CycH
NCU06769	RfC38
NCU05634	mon2
NCU08036	fand
NCU06491	Yeti
NCU06216	Cap-G
NCU04571	CG9107
NCU04155	Csl4
NCU05293	CG7137
NCU00676	l(2)k14505
NCU11188	mei-41
NCU07440	mei-9
NCU08904	CG2972
NCU06647	CG9577
NCU05194	Mcm6
NCU02053	Rev1
NCU06672	Atg7
NCU08009	Mcm3
NCU09131	CG12288
NCU04242	Upf1
NCU00385	ATPsyndelta
NCU02231	CG14618
NCU00964	Mms19
NCU09261	Sld5
NCU02264	mgr
NCU06539	Sin
NCU00651	Pngl
NCU09191	Clbn
NCU01229	Elp3
NCU08825	CG17904
NCU00057	CG10075
NCU00333	Arfrp1
NCU00794	Nle
NCU02011	Fs(2)Ket
NCU08730	mre11
NCU04439	CG5800
NCU02753	tex
NCU06472	Hat1
NCU06264	DNAlig4
NCU01771	spn-B
NCU08874	Trs31
NCU06534	Ltn1
NCU03406	EloC
NCU02661	Rpb7
NCU08368	Rpp30
NCU00734	CG1503
NCU00734	Den1
NCU10220	Ak6
NCU02007	bcn92
NCU01955	Atg3
NCU09718	CG4372
NCU09718	CG10474
NCU09718	CG1827
NCU08503	Dph1
NCU03901	Pex14
NCU02388	CG3184
NCU01190	CG9853
NCU01192	DNApol-delta
NCU03042	Sf3b1
NCU00377	CG8135
NCU03952	CG13097
NCU00669	Ost48
NCU07870	DNApol-alpha180
NCU00778	CG3500
NCU04165	LTV1
NCU09621	DhpD
NCU07309	DhpD
NCU07590	CG11883
NCU00095	Ctr9
NCU00095	CG9899
NCU02505	PCB
NCU08995	CG13197
NCU06998	CG2091
NCU02762	na
NCU06187	AdSL
NCU04727	Oscillin
NCU03834	E(Pc)
NCU03545	Lgr4
NCU03545	rk
NCU00472	Cdc37
NCU12046	CG10814
NCU12046	CG5321
NCU12046	CG14630
NCU00311	smg
NCU01871	Max
NCU04731	Max
NCU05970	Max
NCU02333	arg
NCU04841	Stam
NCU03897	Dp1
NCU10777	GMF
NCU08948	CG12078
NCU08948	CG8584
NCU08948	Dd
NCU01767	Pdp
NCU03178	CG3347
NCU03178	CG17440
NCU03178	Cfp1
NCU01916	Rim2
NCU08359	CG8349
NCU08359	CG8353
NCU08359	CG8360
NCU03995	Ostgamma
NCU00376	RagC-D
NCU01343	CG12895
NCU01343	CG14757
NCU03115	Git
NCU09219	CG15099
NCU00299	CG13890
NCU01500	CG12016
NCU03727	Strip
NCU03742	CG7335
NCU03742	CG7551
NCU03742	CG12289
NCU03742	CG7328
NCU01956	Hip1
NCU09217	Grasp65
NCU09538	CG6154
NCU09538	CG5282
NCU09538	CG44837
NCU09538	CG42750
NCU01099	RagA-B
NCU00923	CG9393
NCU01401	CG9393
NCU01914	Snx3
NCU16698	twf
NCU04255	Slmap
NCU00528	Slmap
NCU01444	Rheb
NCU03216	Adk3
NCU06713	CG30423
NCU03818	CG31729
NCU03423	NUCB1
NCU05891	htk
NCU01465	step
NCU06091	sau
NCU07472	CG8412
NCU02217	CG4186
NCU01963	ida
NCU05287	mRpL47
NCU02270	Rint1
NCU07929	eIF3h
NCU03232	Pym
NCU09779	AlkB
NCU05537	Faa
NCU07851	Ccs
NCU03824	CG8461
NCU06739	cyp33
NCU11380	CG10338
NCU07560	mRpL46
NCU06663	PIG-F
NCU07666	CG6013
NCU06577	rev7
NCU03774	CG15432
NCU06037	Naa40
NCU02403	CG30493
NCU09013	CG31688
NCU03439	CG8067
NCU08942	Spf45
NCU06145	BuGZ
NCU00046	CG9044
NCU04652	g
NCU04032	CG4291
NCU06030	CG6758
NCU07939	Syx18
NCU10166	CG5808
NCU04505	CG9213
NCU07577	CG6179
NCU09517	sicily
NCU07471	cpb
NCU05937	CG8207
NCU09500	elg1
NCU02070	Pex2
NCU04228	CG14688
NCU11348	ND-B18
NCU06059	Trax
NCU03760	CG11539
NCU09266	CG17896
NCU00361	CG12343
NCU06489	CG5543
NCU12111	CG9067
NCU11362	CG7544
NCU06215	PIG-G
NCU06751	CG6153
NCU00593	alien
NCU02800	Ars2
NCU03285	SRm160
NCU06453	YL-1
NCU06664	trsn
NCU07866	CG31368
NCU02228	betaggt-I
NCU00662	Prp38
NCU06553	CG31957
NCU06552	l(2)not
NCU07999	PIG-N
NCU05117	CG11964
NCU01142	ND-B17.2
NCU03099	CG2931
NCU02520	Txl
NCU01016	CG15525
NCU02472	ND-19
NCU02704	CG5599
NCU03822	Es2
NCU04440	koi
NCU06394	Arp5
NCU00335	c12.1
NCU01167	BCAS2
NCU10760	JMJD5
NCU04293	CG4293
NCU00953	CG2023
NCU03303	CG33722
NCU03668	l(2)dtl
NCU09819	CG3511
NCU03670	JMJD7
NCU03560	CG12267
NCU02291	CG9547
NCU00968	CG10420
NCU00021	clu
NCU08048	L2HGDH
NCU02255	PIG-Q
NCU05889	eIF3e
NCU08919	Ino80
NCU00157	CSN1b
NCU07294	CG14480
NCU07492	CG33172
NCU06084	Vps51
NCU09980	CG8613
NCU06533	CG7970
NCU07842	CG7970
NCU02296	CG6106
NCU16423	Rad1
NCU04740	CG11164
NCU11182	CG6144
NCU00494	APC4
NCU03836	Tcs3
NCU09014	CG3689
NCU00278	CG43346
NCU08664	CG14894
NCU03790	scaf6
NCU08514	CG10907
NCU03748	LKRSDH
NCU11258	ND-B22
NCU16624	CG10189
NCU06859	CG32104
NCU07731	Acn
NCU00894	Mitofilin
NCU04498	CG11396
NCU02254	TBCC
NCU00203	Sirt4
NCU07865	Hpr1
NCU01408	CSN3
NCU00193	PIG-B
NCU00280	Cog1
NCU05541	CG5500
NCU10519	CG8833
NCU03633	CG33671
NCU01250	CG17119
NCU06643	CG11151
NCU07361	CSN4
NCU06238	Arp8
NCU01897	CG7810
NCU03156	ND-B8
NCU03766	CG6610
NCU01017	CG5516
NCU11402	CG11781
NCU04428	Mad1
NCU02073	CG16790
NCU09999	mRpL9
NCU05499	hgo
NCU05607	CG6443
NCU10927	Srp68
NCU08357	Caf1-105
NCU01389	CG4935
NCU02401	ecd
NCU04750	gry
NCU06174	Atg101
NCU00181	CG7747
NCU05221	ND-18
NCU16018	mt:ND1
NCU06874	CG14814
NCU06874	CG2694
NCU06874	CG11322
NCU07913	Sem1
NCU06625	CG5493
NCU05272	CG17883
NCU08385	sds22
NCU09255	Sdhaf3
NCU06678	pcm
NCU10733	PAN2
NCU06266	gpp
NCU03243	CG12034
NCU03957	COQ7
NCU00520	sud1
NCU09094	CG1575
NCU01929	CG11486
NCU02293	CG42376
NCU07015	Tgt
NCU03768	CG6428
NCU03768	CG8526
NCU06473	Zip102B
NCU00025	Tango9
NCU02587	Mat1
NCU01922	Gnmt
NCU07906	Gnmt
NCU04725	CG17065
NCU05828	CG17065
NCU00743	CG9485
NCU01762	drosha
NCU09892	ProRS-m
NCU05972	chif
NCU07430	bs
NCU08783	Jheh2
NCU08783	Jheh3
NCU08783	Jheh1
NCU01642	Nf1
NCU03319	Surf4
NCU08551	Hmt4-20
NCU08869	CG3558
NCU03820	Hus1-like
NCU01702	Nup93-1
NCU01702	Nup93-2
NCU02980	CG14511
NCU02980	Efr
NCU08360	CG14435
NCU02418	CG2258
NCU08333	CG13423
NCU08333	CG1440
NCU02395	CG9589
NCU02395	CG1885
NCU06277	feo
NCU06277	sofe
NCU09982	Dlic
NCU00326	regucalcin
NCU00326	smp-30
NCU08092	Nipsnap
NCU04245	Tom70
NCU03195	CG10495
NCU16496	CG10195
NCU16496	CG18094
NCU16496	CG10194
NCU03080	rho-7
NCU06697	CG15534
NCU06697	CG15533
NCU06697	CG3376
NCU09300	Fcp1
NCU07710	Iml1
NCU08329	mRpL23
NCU00459	CG14967
NCU05717	mRpS6
NCU05918	sowah
NCU08408	Cln3
NCU03076	P5CDh1
NCU03076	P5CDh2
NCU06090	Surf6
NCU06242	CG5510
NCU02354	polybromo
NCU01506	CG4553
NCU06483	ago
NCU08563	ago
NCU07453	CG32147
NCU04395	Gba1b
NCU04395	Gba1a
NCU07247	CG42322
NCU00371	Tim23
NCU07521	slmb
NCU06623	Chrac-16
NCU16572	temp
NCU10010	CG6282
NCU08328	CG14906
NCU02376	CG12375
NCU06879	CG14966
NCU00067	CG42456
NCU02970	Pfdn1
NCU07853	Uro
NCU02846	Uvrag
NCU01850	Pex16
NCU01664	CG4953
NCU06049	nbs
NCU05945	CG11839
NCU00928	CG7083
NCU07497	Sbat
NCU02683	Orc3
NCU09546	eIF4EHP
NCU11375	CG12929
NCU00707	CG14414
NCU01428	CG30016
NCU00604	Rtca
NCU09513	Dgp-1
NCU09901	RnpS1
NCU00581	CG32099
NCU03527	CG9752
NCU07298	CG10877
NCU07158	CG42272
NCU04654	CG3434
NCU04382	Hil
NCU07944	CG8525
NCU06543	CG3902
NCU06310	pn
NCU04272	ref(2)P
NCU03207	RanGAP
NCU00276	tam
NCU08742	Xpac
NCU02411	cnn
NCU17239	cnn
NCU06108	CG4278
NCU03372	ScpX
NCU03372	CG17597
NCU00636	ATPsynD
NCU06695	COX5A
NCU01427	qm
NCU08632	Wdr24
NCU03356	CG9014
NCU03356	elgi
NCU03937	snz
NCU10028	Mics1
NCU10028	CG2076
NCU05890	mRpL49
NCU07023	CG11178
NCU03029	Nprl2
NCU06587	CG7772
NCU07854	rictor
NCU00091	mio
NCU04015	Hrs
NCU16385	CG9147
NCU09543	CG13784
NCU02112	Wdr59
NCU05281	MrgBP
NCU04181	Tom7
NCU06719	prel
NCU11237	CG1418
NCU02618	Pex13
NCU00324	Sin1
NCU02434	CG8079
NCU03206	CG10543
NCU03206	jing
NCU01611	CPT2
NCU07112	CG14997
NCU11367	Fitm
NCU02725	Nprl3
NCU08998	Gabat
NCU01084	CG4858
NCU09442	CG7519
NCU07561	CG2926
NCU02701	DppIII
NCU01980	CG9386
NCU07992	Spt3
NCU03238	CG7530
NCU01141	CG7718
NCU03031	SdhD
NCU06834	kuz
NCU06834	Kul
NCU00457	eIF4H1
NCU00457	eIF4H2
NCU02621	CG12054
NCU01157	Gclc
NCU04438	park
NCU02039	park
NCU04174	CG30100
NCU04604	Pex23
NCU03368	Atox1
NCU06457	AsnRS
NCU07674	Mob4
NCU07584	Rbsn-5
NCU16656	cdm
NCU07702	tweek
NCU05421	CG44243
NCU11399	PIG-Z
NCU06631	Exo84
NCU03020	CG2794
NCU02601	Amun
NCU02452	CG4658
NCU17009	ytr
NCU00713	Naam
NCU11146	CG6321
NCU04105	gig
NCU08604	Nup214
NCU00415	Smg5
NCU11196	scu
NCU16400	DCTN2-p50
NCU08331	Tsc1
NCU10647	RhoGAPp190
NCU02098	Thd1
NCU09098	rtet
NCU08053	CG6891
NCU02490	CG7556
NCU00484	ND-13A
NCU04099	CG9319
NCU03675	SCAP
NCU00257	DCTN4-p62
NCU06676	CG8841
NCU06809	Hsl
NCU08120	mRpS29
NCU10062	CG15877
NCU01829	CG14105
NCU10073	Abp1
NCU04389	upSET
NCU05586	CG18808
NCU05586	CG17199
NCU05586	CG10512
NCU06989	spartin
NCU04305	CG11035
NCU08708	CG8379
NCU02424	P58IPK
NCU03802	CG4335
NCU01330	CG7956
NCU01364	CG33093
NCU01364	CG33099
NCU01364	CG5346
NCU01417	CG6432
NCU00320	puf
NCU00305	CG5590
NCU01975	CIA30
NCU11282	Dhap-at
NCU07196	DCTN5-p25
NCU02620	CG3711
NCU07783	CG6115
NCU04596	Gclm
NCU04409	CG42284
NCU04409	CG30271
NCU09540	CG33964
NCU05544	CG33977
NCU01116	GlcT
NCU06621	Det
NCU02415	CG6294
NCU02159	CG3594
NCU00704	CG31028
NCU03013	CG31028
NCU01203	vito
NCU09306	CG10208
NCU07468	CG5854
