NCU05782	Ddx43
NCU07779	Cnot6l
NCU00542	Slc35f1
NCU00542	Slc35f2
NCU03637	Zmpste24
NCU07794	Gm49373
NCU07794	Fdx1l
NCU03336	Mindy1
NCU03336	Mindy2
NCU06372	Uchl4
NCU06372	Uchl3
NCU06372	Uchl1
NCU02508	Snrpn
NCU02508	Snrpb
NCU09547	Usp39
NCU09547	Usp39
NCU00205	Espl1
NCU04221	Treh
NCU00943	Treh
NCU01571	Rabggta
NCU07281	Gpi1
NCU01516	Grpel1
NCU01516	Grpel2
NCU02743	Vps26a
NCU02743	Vps26b
NCU03441	Wipi1
NCU03441	Wipi2
NCU08579	Usp30
NCU01457	Usp30
NCU04137	Snx2
NCU04137	Snx1
NCU02402	Smc6
NCU16785	Lysmd1
NCU16785	Lysmd2
NCU01227	Suclg1
NCU09810	Suclg1
NCU00034	Icmt
NCU05927	Guf1
NCU02375	Usp27x
NCU02375	Usp22
NCU02375	Usp51
NCU06353	Mthfs
NCU06353	Mthfsl
NCU08944	Naa11
NCU08944	Gm16286
NCU08944	Naa10
NCU06698	Gyg
NCU07119	Aasdh
NCU04531	Aasdh
NCU08441	Aasdh
NCU03010	Aasdh
NCU09792	Slc35a1
NCU09792	Slc35a2
NCU09792	Slc35a3
NCU01206	Setd1b
NCU01206	Gm49388
NCU01206	Setd1a
NCU01447	Elof1
NCU09118	Top1
NCU09118	Top1mt
NCU02960	Pex5
NCU02960	Pex5l
NCU04503	Ppan
NCU06877	Mospd2
NCU04203	Ganc
NCU04203	Ganab
NCU04636	Nfs1
NCU04074	Ndufs3
NCU04074	Ndufs3
NCU06924	Kmo
NCU09659	Nt5e
NCU04078	Adhfe1
NCU00340	Sp9
NCU00340	Sp8
NCU00340	Sp7
NCU08002	Chat
NCU08002	Crat
NCU09258	Plk3
NCU09258	Plk2
NCU09258	Plk1
NCU06733	Kif1c
NCU03715	Kif14
NCU03715	Kif16b
NCU01019	Arpp21
NCU01019	R3hdm2
NCU01019	R3hdm1
NCU06105	Gga2
NCU06105	Gga3
NCU06105	Gga1
NCU02528	Pinx1
NCU02528	Sox7
NCU02524	Gm49510
NCU02524	Sh3bp1
NCU02524	Arhgap17
NCU02524	Arhgap44
NCU01782	Rapgefl1
NCU01782	Rapgef5
NCU01782	Rapgef3
NCU01782	Rapgef4
NCU03852	Syngap1
NCU03852	Dab2ip
NCU03852	Rasal2
NCU04944	Tpk1
NCU00158	Prpf18
NCU01322	Gtf2e1
NCU01546	Cpox
NCU04345	Necap2
NCU04345	Necap1
NCU00435	Chmp2a
NCU09450	Gm21972
NCU09450	Psmd1
NCU07757	Taf6
NCU08040	Nae1
NCU06484	Atad2b
NCU06484	Atad2
NCU06484	Atad2
NCU09239	Pcna
NCU02615	Gtf2a1
NCU11372	Cnot2
NCU04815	Glo1
NCU04595	Trp53rka
NCU04595	Trp53rkb
NCU09706	Lig1
NCU06481	Lig1
NCU08678	Mcts2
NCU08678	Mcts1
NCU05971	Xpnpep3
NCU03528	Pold4
NCU03528	Pold4
NCU03528	AC109138.7
NCU03528	AC109138.12
NCU07461	Poll
NCU01321	Poll
NCU07461	Polb
NCU01321	Polb
NCU02727	Amt
NCU03579	Plpbp
NCU02136	Taldo1
NCU00714	Stip1
NCU06039	Dcaf7
NCU00410	Etf1
NCU03806	Rpl27a
NCU01756	Actr3
NCU01756	Actr3b
NCU08856	Miox
NCU08326	Slc25a42
NCU08326	Slc25a16
NCU05876	Pdcd6ip
NCU08001	Pdcd6ip
NCU00879	Strap
NCU04288	Rae1
NCU06432	Rps12
NCU06432	Rps12-ps3
NCU06764	Psma2
NCU07261	Alg1
NCU05009	Ndufs8
NCU04339	Rbks
NCU06103	Mtif2
NCU04790	Gspt2
NCU04790	Gspt1
NCU05810	Rack1
NCU06089	Exo1
NCU02555	Actl6b
NCU02555	Actl6a
NCU02004	Psph
NCU07965	Dpm1
NCU07965	Gm20716
NCU09864	Bckdha
NCU03304	Psmb3
NCU08607	Ergic3
NCU00078	Tmem205
NCU04755	Scyl2
NCU00119	Suco
NCU17017	Immp1l
NCU07926	Qars
NCU07991	Ist1
NCU04470	Hddc2
NCU00650	Utp4
NCU09128	Sympk
NCU00595	Otub1
NCU00595	Otub2
NCU01199	Stx6
NCU09257	Opa3
NCU06846	Slc2a13
NCU09218	Tgs1
NCU03050	Arpc2
NCU06812	Sec23ip
NCU12114	Sec23ip
NCU06812	Ddhd2
NCU12114	Ddhd2
NCU08963	Rpl30
NCU07958	Decr2
NCU01453	Rab18
NCU01013	Alad
NCU07367	Psmc6
NCU06712	Psma1
NCU04400	Tkfc
NCU03779	Tkfc
NCU02162	Surf1
NCU01468	Eif2b4
NCU02226	Mri1
NCU03024	Vps53
NCU00232	Elac2
NCU07319	Copb2
NCU05984	Neil2
NCU01435	Cdk9
NCU04344	Eif2b1
NCU01643	Xrn2
NCU02108	Bola1
NCU02943	Timm50
NCU07700	Eef2
NCU02591	Hhat
NCU03039	U2af2
NCU09120	Kdm1a
NCU10046	Ube2h
NCU10067	Psmd8
NCU07864	Pak1ip1
NCU03217	Letm1
NCU01950	Slu7
NCU04313	Mtfmt
NCU02322	Mpi
NCU07165	Mpi
NCU08993	Heatr5b
NCU08993	Heatr5a
NCU02583	Gaa
NCU09281	Gaa
NCU04674	Gaa
NCU06308	Polrmt
NCU02349	Uggt1
NCU02349	Uggt2
NCU09139	Tbce
NCU03311	Cstf2
NCU03311	Cstf2t
NCU03341	Exoc3l
NCU03341	Exoc3
NCU08273	Ano8
NCU08273	Ano10
NCU03827	Mrps9
NCU06284	Vps35
NCU02541	Rpn1
NCU07419	Jmjd6
NCU07576	Taz
NCU08295	Ssb
NCU02294	Sys1
NCU02294	Gm20458
NCU07832	Prpf8
NCU07936	Naa16
NCU07936	Naa15
NCU11174	0610009B22Rik
NCU11174	Trappc2
NCU07300	Asnsd1
NCU07300	Gm28551
NCU02157	Coq4
NCU03426	Dusp1
NCU03426	Dusp4
NCU11251	Prpf4
NCU10061	Psma6
NCU16003	mt-Co3
NCU16025	mt-Atp6
NCU00136	Mto1
NCU07321	Mdp1
NCU02504	Mcur1
NCU02504	Ccdc90b
NCU02065	Tmco4
NCU01672	Tmco4
NCU02747	Tmco4
NCU01404	Mrm1
NCU07693	Clasp2
NCU07693	Clasp1
NCU00634	Rpl14
NCU07721	Psmd2
NCU07550	Tpi1
NCU06856	Ufd1
NCU06666	Isyna1
NCU05301	Nsun2
NCU04081	Gtpbp8
NCU07717	Rpa2
NCU04022	Zfp622
NCU04771	Pipox
NCU09608	Rnaseh2a
NCU09747	Atp6v0b
NCU05943	Phf3
NCU02475	Gldc
NCU03359	Yme1l1
NCU09220	Mon1a
NCU09220	Mon1b
NCU04241	Tbc1d22b
NCU04241	Tbc1d22a
NCU00489	Rps3
NCU02802	Slc25a15
NCU02802	Slc25a2
NCU06929	Supt5
NCU00564	Mrps14
NCU02414	Eif2b5
NCU02629	Atic
NCU03150	Rpl24
NCU04943	Gosr2
NCU09475	Rps5
NCU07734	Arfgap1
NCU06113	Ammecr1
NCU06113	Ammecr1l
NCU01412	Aldh18a1
NCU03556	Slc25a17
NCU07578	Slc25a17
NCU00316	Slc25a17
NCU07408	Rplp0
NCU07925	Macrod1
NCU07925	Macrod2
NCU00170	Dnajc7
NCU05606	Prkcsh
NCU01422	Edf1
NCU00592	Cwc25
NCU02808	Nup62cl
NCU02808	Nup62
NCU09308	Osgepl1
NCU02829	Pmm1
NCU02829	Pmm2
NCU03876	Eif3i
NCU01658	Dmxl1
NCU01658	Dmxl2
NCU04983	Sc5d
NCU06207	Sc5d
NCU02797	Ugp2
NCU04301	Pex19
NCU01792	Hacd3
NCU06314	Clp1
NCU06428	Pus7l
NCU06428	Pus7
NCU04651	Emc2
NCU01452	Rps3a1
NCU07182	Rps24
NCU04080	Zdhhc4
NCU06212	Trappc6b
NCU06212	Trappc6a
NCU00470	Rad9b
NCU00470	Rad9a
NCU00470	Rad9a
NCU03911	Capza2
NCU03911	Capza1
NCU03911	4933400A11Rik
NCU05261	Lonp1
NCU00315	Gm3550
NCU00315	Rpl29
NCU01181	Gm28305
NCU01181	Acad11
NCU01181	Acad12
NCU01181	Acad10
NCU03710	Slc35f5
NCU02510	Cltc
NCU03757	Rpl4
NCU01552	Rps23
NCU00414	Adk
NCU03798	Timm22
NCU05454	Gpd2
NCU03571	Pdpk1
NCU07562	Rpl37a
NCU08046	Eif3g
NCU09993	Srcap
NCU09993	Gm42715
NCU03061	Abce1
NCU08151	Pnkp
NCU00535	Gm27029
NCU00535	Aarsd1
NCU00421	Smarcb1
NCU07893	Smarcb1
NCU00664	Gm45140
NCU00664	Isy1
NCU07071	Cnot9
NCU05942	Psma4
NCU07831	Eif3c
NCU02536	Coq6
NCU11263	Rnf10
NCU09816	Cyc1
NCU08605	Psmb7
NCU09063	Smc4
NCU01791	Chmp3
NCU06892	Rps20
NCU01115	Tsen2
NCU04429	Tamm41
NCU07465	Slc25a3
NCU09461	Ap3s1
NCU09461	Ap3s2
NCU00896	Sacm1l
NCU10346	Ncor1
NCU10346	Ncor2
NCU08627	Rps21
NCU00810	Gusb
NCU05956	Gusb
NCU00985	Gusb
NCU03362	Tecrl
NCU03362	Tecr
NCU09161	Pelo
NCU03504	Sgpp1
NCU03504	Sgpp2
NCU00873	Fn3krp
NCU09611	Fn3krp
NCU00873	Fn3k
NCU09611	Fn3k
NCU11228	Ric1
NCU03122	Becn1
NCU03122	Gm38100
NCU01397	Otud6a
NCU01397	Otud6b
NCU06754	Rchy1
NCU03823	Coq8b
NCU03823	Coq8a
NCU03438	Arpc5
NCU03438	Arpc5l
NCU03737	Tufm
NCU08927	Degs2
NCU11209	Vps28
NCU01367	Rrp9
NCU05757	Nit1
NCU04584	Sub1
NCU03922	Hmgcs2
NCU03922	Hmgcs1
NCU01331	Snu13
NCU02965	Orc1
NCU01441	Itpa
NCU03204	Narfl
NCU03204	Narf
NCU01776	Rpl15
NCU00913	Pigw
NCU03854	Dtd1
NCU02729	Pwp1
NCU02611	Rbm19
NCU03970	Rfk
NCU09006	Sae1
NCU07082	Dars
NCU00915	Dars
NCU05650	Ipo4
NCU11288	Pepd
NCU00154	Pepd
NCU08502	Rps6
NCU08940	Uqcrb
NCU07411	Helq
NCU07411	Polq
NCU08008	Cap2
NCU08008	Cap1
NCU07543	Bdp1
NCU08561	Slc25a1
NCU05075	Slc25a1
NCU03234	Ubr1
NCU03234	Ubr2
NCU00122	Dnpep
NCU04192	Dnpep
NCU05418	Dhps
NCU08126	Ldhd
NCU02179	Ldhd
NCU00904	Ldhd
NCU10292	Hmbs
NCU04044	Ndufv1
NCU03953	Ndufs7
NCU02974	Cog8
NCU04307	Prelid3b
NCU04307	Prelid3a
NCU01606	Atp5o
NCU01606	Atp5o
NCU06732	Lta4h
NCU00617	Pdcl2
NCU00617	Pdcl3
NCU09740	Fry
NCU09740	Fryl
NCU03548	Eif2b3
NCU02357	Ranbp6
NCU02357	Ipo5
NCU05363	Psmc5
NCU02507	Mpc1
NCU08794	Mpc1
NCU06038	Mrpl36
NCU08500	Rps8
NCU07942	Rrp1
NCU07942	Rrp1b
NCU17186	Gphn
NCU09746	Gphn
NCU06767	Rfc1
NCU06532	Dhodh
NCU04318	Dhodh
NCU08445	Os9
NCU08445	Erlec1
NCU01114	Mettl11b
NCU01114	Ntmt1
NCU01936	Polh
NCU03819	Sec16b
NCU03819	Sec16a
NCU02571	Acat1
NCU09732	Acat1
NCU09227	Klhdc4
NCU01550	Ak2
NCU11311	Timm8a2
NCU11311	Timm8a1
NCU11311	Timm8b
NCU04110	Sf1
NCU04110	Sf1
NCU02063	Mipep
NCU03661	Tbc1d17
NCU03661	Tbc1d15
NCU08268	Igbp1b
NCU08268	Igbp1
NCU05796	Trappc3
NCU05796	Trappc3l
NCU07624	Sirt6
NCU07624	Sirt7
NCU02495	Cwf19l1
NCU02260	Psmc4
NCU07773	Dtymk
NCU07172	Cdk8
NCU07172	Cdk19
NCU00466	Ears2
NCU02534	Ndufs2
NCU16028	mt-Co2
NCU04280	Aco2
NCU02366	Aco2
NCU06558	Dao
NCU03131	Dao
NCU06558	Ddo
NCU03131	Ddo
NCU03246	Cdc14a
NCU03246	Cdc14b
NCU03767	Bcs1l
NCU03921	Bcs1l
NCU03231	Bcs1l
NCU07814	Armt1
NCU08066	Slc38a8
NCU08066	Slc38a7
NCU06330	Gm14698
NCU06330	Styx
NCU06330	Dusp22
NCU04837	Slc25a21
NCU00166	Isoc1
NCU00166	Isoc2b
NCU00166	Isoc2a
NCU03292	Atp2c2
NCU03292	Atp2c1
NCU03330	Grtp1
NCU04514	Grtp1
NCU08138	Hccs
NCU03756	Aadat
NCU09116	Aadat
NCU09184	Ido2
NCU05752	Ido2
NCU09184	Ido1
NCU05752	Ido1
NCU07297	Phf1
NCU07297	Phf19
NCU07297	Mtf2
NCU00239	Dip2c
NCU00239	Dip2a
NCU00239	Dip2b
NCU03266	Isl2
NCU03266	Lhx1
NCU03266	Lhx5
NCU01241	Slc25a13
NCU09837	Slc25a13
NCU16927	Slc25a13
NCU01241	Slc25a12
NCU09837	Slc25a12
NCU16927	Slc25a12
NCU06744	Usf2
NCU02719	Usf2
NCU08999	Usf2
NCU06744	Usf1
NCU02719	Usf1
NCU08999	Usf1
NCU07884	Slc25a34
NCU07884	Slc25a35
NCU01962	Cox6a2
NCU01962	Cox6a1
NCU06347	Eps15
NCU09469	Eps15
NCU06347	Eps15l1
NCU09469	Eps15l1
NCU01161	Trip10
NCU01161	Fnbp1
NCU01161	Fnbp1l
NCU02131	Arhgef3
NCU00668	Arhgef3
NCU02131	Net1
NCU00668	Net1
NCU00549	Gsto2
NCU00549	Gsto1
NCU04427	Sgip1
NCU04427	Fcho1
NCU04427	Fcho2
NCU09832	Colgalt1
NCU05138	Colgalt1
NCU09832	Colgalt2
NCU05138	Colgalt2
NCU09832	Cercam
NCU05138	Cercam
NCU07062	Stk32c
NCU07062	Stk32c
NCU07062	Stk32b
NCU07062	Stk32a
NCU03281	Slc31a1
NCU03281	Slc31a2
NCU07389	4933403O08Rik
NCU00455	4933403O08Rik
NCU07389	Cnksr3
NCU00455	Cnksr3
NCU07389	Cnksr2
NCU00455	Cnksr2
NCU03184	Plagl1
NCU09576	Plagl1
NCU03184	Plagl2
NCU09576	Plagl2
NCU03184	Plag1
NCU09576	Plag1
NCU06122	Iqgap2
NCU03116	Iqgap2
NCU06122	Iqgap3
NCU03116	Iqgap3
NCU06122	Iqgap1
NCU03116	Iqgap1
NCU00570	Polr3k
NCU08342	Cops7b
NCU08342	Cops7a
NCU04405	Magohb
NCU04405	Magoh
NCU04455	Naf1
NCU10810	Prpf39
NCU07746	Ttc4
NCU06340	Ttc4
NCU11357	Prpf19
NCU09299	Ndufa13
NCU00348	Phf5a
NCU02776	Cdc6
NCU04548	Pole
NCU04166	Lsg1
NCU04414	Psmc3
NCU00407	Haspin
NCU06622	Gm45213
NCU06622	Snrpa1
NCU11409	Ddx11
NCU02284	Nat10
NCU02605	Polr2l
NCU05452	Sf3b2
NCU09090	Ppcs
NCU00924	Pigu
NCU01198	Gle1
NCU09488	Sdad1
NCU02152	Cpsf7
NCU02152	Cpsf6
NCU10853	Prpf4b
NCU00178	Kti12
NCU10721	Slc35b1
NCU04463	Nup155
NCU08421	Wdr43
NCU03794	Pwp2
NCU02706	Gosr1
NCU04598	Ccz1
NCU07805	Mocos
NCU02777	Mocos
NCU03011	Mocos
NCU08609	Pgap3
NCU05592	Ube2j2
NCU02223	Taf12
NCU01183	Drg2
NCU01947	Tex2
NCU01601	Lsm1
NCU02224	Psmd3
NCU03625	Snrpd3
NCU07698	Exoc2
NCU09512	Lsm3
NCU07947	Gltp
NCU01201	Trmt112
NCU00467	Cops5
NCU03657	Mogs
NCU07002	BC005561
NCU07002	Thoc2
NCU04159	Fcf1
NCU06433	Pin4
NCU00220	Med10
NCU04256	Ifrd1
NCU04256	Ifrd2
NCU01637	Prpf3
NCU00405	Gars
NCU09365	Ythdc1
NCU09203	Iws1
NCU09216	Dad1
NCU03719	Rnf14
NCU05845	Rnf14
NCU02914	Rnf14
NCU03435	Upf3a
NCU03435	Upf3b
NCU09318	Fancm
NCU00366	Eif5
NCU09869	Exoc1
NCU09025	Gatb
NCU09367	Pi4ka
NCU01272	Pitrm1
NCU02396	Gfer
NCU05608	Mtor
NCU02353	Yod1
NCU03558	Atp5e
NCU01919	Usp14
NCU09381	Rwdd1
NCU03559	Uqcrc2
NCU05813	Mrpl22
NCU01524	Brix1
NCU04508	Polr2k
NCU02840	Psmc2
NCU05295	Psma5
NCU10049	Atg12
NCU08030	Polr2h
NCU02256	Exosc10
NCU00115	Dnttip2
NCU04648	Nadsyn1
NCU03962	Med13l
NCU03962	Med13
NCU03839	Kin
NCU05423	Gtf2h1
NCU06243	Nsrp1
NCU06821	Unc45a
NCU06821	Unc45b
NCU06943	Nop56
NCU08280	Sqle
NCU09572	Arpc3
NCU06960	Echs1
NCU06448	Echs1
NCU02533	Polr1c
NCU03479	Cpsf3
NCU10066	Copa
NCU04611	Supt6
NCU02325	Gmps
NCU03708	Mettl23
NCU04775	Mettl23
NCU00005	Gpr89
NCU03704	Uchl5
NCU09809	Cox19
NCU09503	Topbp1
NCU03597	Pola2
NCU01455	Srp72
NCU09192	Cdipt
NCU02477	Aamp
NCU06118	Nop9
NCU03393	Rpsa
NCU08888	Farsb
NCU00712	Hmgcr
NCU03799	Snw1
NCU04149	Gtpbp3
NCU04059	Tpr
NCU00169	Sec63
NCU02631	Gins1
NCU08875	Cand2
NCU08875	Cand1
NCU08663	Nmd3
NCU07262	Slc30a5
NCU07262	Slc30a7
NCU11012	Polr2f
NCU05422	Vps11
NCU03268	Exosc5
NCU00696	Fgr
NCU04187	Ncbp1
NCU01515	Polr2c
NCU10053	Tyms
NCU03491	Rbm39
NCU01429	Psat1
NCU01379	Trrap
NCU04252	Scfd1
NCU00359	Yeats4
NCU08554	Pin1rt1
NCU08554	Pin1
NCU06029	Coasy
NCU08731	Anapc10
NCU03610	Ube2m
NCU06354	Snrpe
NCU06367	Yipf6
NCU02604	Wdr75
NCU08388	Pcid2
NCU16773	Pcid2
NCU00213	Cdc27
NCU01224	Psmc1
NCU04855	Trip4
NCU03229	Timm44
NCU07604	Fam50a
NCU07604	Fam50b
NCU06447	Rer1
NCU03539	Rrm1
NCU04281	Mlst8
NCU09880	Snrpg
NCU06883	Snip1
NCU08767	Riok1
NCU00693	Exosc3
NCU10169	Taco1
NCU16657	Wars2
NCU11215	Brap
NCU05419	Hmgcl
NCU05419	Hmgcll1
NCU09510	Pigl
NCU00369	Dcakd
NCU00930	Timm10
NCU04063	Sec13
NCU04010	Mcat
NCU08852	Parp2
NCU02105	Thg1l
NCU00901	Rad50
NCU03692	Carnmt1
NCU01675	Rrp12
NCU03492	Fa2h
NCU04535	Ckap5
NCU02417	Naa30
NCU05267	Upf2
NCU06226	Rpl23a
NCU01021	Eif3f
NCU08277	Eif2s1
NCU03321	Bop1
NCU03652	Shprh
NCU10762	Dpagt1
NCU00173	Esd
NCU00956	Mettl18
NCU03635	Rpl38
NCU08485	Snrnp40
NCU05797	Snrnp40
NCU08485	Snrnp40
NCU05797	Snrnp40
NCU04306	Metap2
NCU07726	Bccip
NCU06141	Cox10
NCU06254	Trpt1
NCU04177	Urm1
NCU02203	Zfp598
NCU03778	Snrpd2
NCU03030	Yars2
NCU01820	Xpo1
NCU00107	Atp23
NCU12023	Mrps2
NCU04838	Ibtk
NCU16757	Gar1
NCU01315	Ogt
NCU03396	Nop58
NCU00302	Kdsr
NCU01288	Mcm3ap
NCU03191	Chml
NCU03191	Chm
NCU08687	Galk2
NCU07516	6-Mar
NCU07774	Gch1
NCU00505	Snrpd1
NCU04640	Eif2s2
NCU01225	Ube2k
NCU00621	Rptor
NCU06758	Wdr62
NCU06758	Mapkbp1
NCU04541	Chmp5
NCU05593	Samm50
NCU01803	Ate1
NCU01547	Psmd7
NCU03009	Dnajc2
NCU03797	Usp7
NCU07509	Rabggtb
NCU06405	Drap1
NCU00334	Exosc9
NCU05292	Ddi1
NCU11222	Sart1
NCU05217	Rexo4
NCU02966	Plrg1
NCU05305	Polr2e
NCU04041	Ddx24
NCU08553	Polr2i
NCU02917	Eef1akmt4
NCU00137	Ssbp1
NCU03971	Rnmt
NCU03907	Tsr2
NCU16790	Cdc73
NCU01907	Stx5a
NCU04331	Rpl5
NCU00660	Qrsl1
NCU16778	Fam214b
NCU16778	Fam214a
NCU08946	Phb
NCU07699	Rbm26
NCU07699	Rbm27
NCU12058	Aifm2
NCU06061	Aifm2
NCU05818	Hdhd5
NCU03173	Hdhd5
NCU04924	Hdhd5
NCU02467	Rbmx2
NCU07679	Smc2
NCU01174	Cdc23
NCU05078	Pcmt1
NCU05078	Pcmt1
NCU00560	Wdr18
NCU03859	Myg1
NCU03787	Gtf3c5
NCU00422	Pa2g4
NCU04264	Lgsn
NCU02479	Lgsn
NCU03488	Umps
NCU02499	Dnlz
NCU00396	Sf3b3
NCU03759	Mars2
NCU06569	Ap3b2
NCU06569	Ap3b1
NCU04302	Ube2i
NCU02678	Gpatch11
NCU01512	Fars2
NCU08035	Atp6v1d
NCU07004	Tbcd
NCU03038	Rps13
NCU07654	Fip1l1
NCU00962	Med12l
NCU00962	Med12
NCU16396	Ppox
NCU01169	Ndufv2
NCU03814	Lars2
NCU03598	Mfap1b
NCU03598	Mfap1a
NCU07057	Mrpl41
NCU01928	Faf2
NCU01118	Sugt1
NCU00040	Eif3a
NCU06371	Supv3l1
NCU09485	Hyou1
NCU03695	AC149090.1
NCU03695	Gm20671
NCU03695	Pisd
NCU17108	Glt28d2
NCU17108	Alg13
NCU09058	Auh
NCU09058	Echdc2
NCU01175	Fdps
NCU06718	Rbbp6
NCU00464	Rpl32
NCU03344	Alg14
NCU02374	Psmd13
NCU07380	Eif3d
NCU09250	Cmc2
NCU01553	Coq2
NCU04328	Ubr7
NCU09748	Gtf2a2
NCU02639	Ass1
NCU02723	Sft2d3
NCU01595	Dcaf13
NCU01595	Dcaf13
NCU01701	Fggy
NCU07457	Mus81
NCU04404	Copb1
NCU08729	Taf10
NCU02585	Dars2
NCU02127	Mccc2
NCU06054	Fdft1
NCU06441	D2hgdh
NCU05525	Tango2
NCU05525	Tango2
NCU09866	Trip12
NCU04040	Ftsj1
NCU11085	Trappc4
NCU16845	Alg10b
NCU05944	Med7
NCU07360	Hscb
NCU05783	Rft1
NCU08951	Nhp2
NCU02017	Dr1
NCU04101	Wdr26
NCU03838	Supt4a
NCU10430	Chmp6
NCU10397	Pi4kb
NCU02650	Psmd12
NCU08162	Asl
NCU05988	Wbp2
NCU05988	Wbp2nl
NCU06726	Nit2
NCU09313	Exoc5
NCU01758	Selenoo
NCU06606	Uqcrfs1
NCU12112	Mrm2
NCU00416	Prap1
NCU04153	Trub1
NCU07885	Wdr82
NCU05250	Nipbl
NCU06585	Xpc
NCU12087	Xpc
NCU09658	Ttc27
NCU00597	Spout1
NCU03276	Abhd13
NCU10155	Gm49384
NCU10155	Pole2
NCU08507	Zpr1
NCU01725	Gm49322
NCU01725	Adat3
NCU02208	Eif3b
NCU10776	Fen1
NCU03564	Fen1
NCU06191	Gss
NCU01443	Sars
NCU07683	Lsm4
NCU07683	Lsm4
NCU01765	Ndufs1
NCU04569	Oplah
NCU10351	Pdxk
NCU03317	Alg6
NCU03317	Alg6
NCU07563	Sccpdh
NCU05999	Fntb
NCU06438	Ercc3
NCU02232	Prim1
NCU07733	Etfbl
NCU07733	Etfb
NCU00210	Ncbp2
NCU01563	Ccnc
NCU00920	Iars2
NCU11353	Xylb
NCU03629	Cenps
NCU02082	Cpsf1
NCU03087	Chordc1
NCU03087	Itgb1bp2
NCU02225	Trappc10
NCU00736	Mocs3
NCU04817	Cox15
NCU00777	Bud23
NCU11053	Psmd9
NCU08973	Ykt6
NCU04787	Aatf
NCU03816	Hemk1
NCU00517	Rad17
NCU08416	Sdhaf4
NCU16016	mt-Co1
NCU07756	Sdhc
NCU03001	Rcc1
NCU05513	Rcc1
NCU07919	Tomt
NCU07919	Comt
NCU07919	Comt
NCU08276	Pnpla7
NCU08276	Pnpla6
NCU05750	Rnaseh1
NCU03037	Dpy30
NCU09101	Slc33a1
NCU04534	Pafah1b1
NCU04312	Pafah1b1
NCU06244	Timm13
NCU08568	Nudt5
NCU00548	Nudt5
NCU08353	Cpsf4l
NCU08353	Cpsf4
NCU03963	Mtap
NCU01549	Hook3
NCU01549	Hook2
NCU01549	Hook1
NCU09758	Sos2
NCU06500	Sos2
NCU09758	Sos1
NCU06500	Sos1
NCU03043	Scrt2
NCU03043	Scrt1
NCU07438	Was
NCU07438	Wasl
NCU03113	Crkl
NCU03113	Crk
NCU08148	Slc28a1
NCU08148	Gm14085
NCU08148	Slc28a2
NCU08686	5-Mar
NCU08686	5-Mar
NCU03264	Elmo1
NCU03264	Elmo2
NCU03264	Elmo3
NCU05990	Mfsd7a
NCU05990	Flvcr2
NCU05990	Flvcr1
NCU04802	Pex11a
NCU04802	Pex11b
NCU04802	Gm42957
NCU06495	Micos10
NCU06881	Oxct2b
NCU08145	Oxct2b
NCU06881	Oxct2a
NCU08145	Oxct2a
NCU06881	Oxct1
NCU08145	Oxct1
NCU06632	Tomm20l
NCU06632	Tomm20
NCU04355	Pi4k2b
NCU04355	Pi4k2a
NCU06233	Phf20l1
NCU02121	Phf20l1
NCU06233	Phf20
NCU02121	Phf20
NCU01068	Sh3gl1
NCU01068	Sh3gl2
NCU01068	Sh3gl3
NCU08741	Strn4
NCU08741	Strn
NCU08741	Strn3
NCU09742	Rbms2
NCU09742	Rbms1
NCU09742	Rbms3
NCU01504	Rcan1
NCU01504	Rcan3
NCU01504	Rcan2
NCU06095	Grhl3
NCU06095	Grhl1
NCU06095	Grhl2
NCU01072	Add3
NCU01072	Add2
NCU01072	Add1
NCU06687	Gys1
NCU06687	Gys2
NCU09565	Cyp8b1
NCU05128	Cyp8b1
NCU09565	Cyp7a1
NCU05128	Cyp7a1
NCU09565	Cyp7b1
NCU05128	Cyp7b1
NCU16784	Arv1
NCU04766	Cnot1
NCU01657	Cox11
NCU03464	Taf13
NCU07409	Wdr4
NCU01625	Ercc2
NCU03906	Bsdc1
NCU04009	Exosc2
NCU08633	Cactin
NCU16771	Pop5
NCU07313	Chtf18
NCU08955	Ubxn1
NCU04189	Fbxo3
NCU02572	Eftud2
NCU03097	Slc35c2
NCU01830	Hpd
NCU04348	Bms1
NCU11197	Polr3h
NCU05902	Vps41
NCU00944	Tha1
NCU07259	Pigk
NCU03401	Pfdn4
NCU02133	Sod1
NCU04749	Dna2
NCU09042	Manba
NCU00890	Manba
NCU09463	Lars
NCU16378	Cmc4
NCU06921	Cdc40
NCU02149	Coa5
NCU09312	Nus1
NCU05960	Pigv
NCU06708	Sec22b
NCU06646	Gtf2h5
NCU06183	Vps18
NCU08324	Hgh1
NCU04454	Alg9
NCU08290	Xrcc6
NCU06950	Tfip11
NCU00310	Gtf3c3
NCU01022	Diexf
NCU09435	Cstf3
NCU01580	Gtf2h3
NCU01387	Tubgcp5
NCU02696	Ddx46
NCU03048	Zc3h3
NCU03040	Ogg1
NCU03146	Fbxo9
NCU04150	Mak16
NCU03980	Cct5
NCU07547	Mrto4
NCU05961	Ccdc130
NCU06578	Ipo9
NCU06893	Ascc2
NCU06761	Sgpl1
NCU00611	Smg6
NCU01596	Psmd11
NCU07662	Pex7
NCU02156	Pdcd5
NCU01002	Cope
NCU08323	Bysl
NCU02421	Cog6
NCU04362	Bud13
NCU03808	Dhx37
NCU02742	Nup160
NCU01784	Pus3
NCU01503	Tsr1
NCU00476	Sbds
NCU04327	Mcm2
NCU03239	Thoc5
