YGL078C	Ddx43
YLR078C	Gosr2
YJR123W	Rps5
YDL226C	Arfgap1
YNL204C	Arfgap1
YOR289W	Ammecr1
YOR289W	Ammecr1l
YOR323C	Aldh18a1
YLR340W	Rplp0
YDR221W	Prkcsh
YOR298C-A	Edf1
YNL245C	Cwc25
YJL041W	Nup62cl
YJL041W	Nup62
YDL104C	Osgepl1
YFL045C	Pmm1
YFL045C	Pmm2
YMR146C	Eif3i
YJR033C	Dmxl1
YJR033C	Dmxl2
YHR038W	Mrrf
YLR056W	Sc5d
YHL012W	Ugp2
YKL035W	Ugp2
YDL065C	Pex19
YKL117W	Hacd3
YOR250C	Clp1
YOR243C	Pus7l
YOR243C	Pus7
YJR088C	Emc2
YML063W	Rps3a1
YLR441C	Rps3a1
YIL069C	Rps24
YER074W	Rps24
YDR126W	Zdhhc4
YOR115C	Trappc6b
YOR115C	Trappc6a
YPR093C	Toporsl
YPR093C	Topors
YKL007W	Capza2
YKL007W	Capza1
YKL007W	4933400A11Rik
YBL022C	Lonp1
YFR032C-A	Gm3550
YFR032C-A	Rpl29
YDR438W	Slc35f5
YML018C	Slc35f5
YGL206C	Cltc
YDR012W	Rpl4
YBR031W	Rpl4
YGR118W	Rps23
YPR132W	Rps23
YJR105W	Adk
YDL217C	Timm22
YIL155C	Gpd2
YDR490C	Pdpk1
YOL100W	Pdpk1
YJR094W-A	Rpl37a
YPR043W	Rpl37a
YDR429C	Eif3g
YDR334W	Srcap
YDR334W	Gm42715
YDR091C	Abce1
YMR156C	Pnkp
YNL040W	Gm27029
YNL040W	Aarsd1
YBR289W	Smarcb1
YLR321C	Smarcb1
YJR050W	Gm45140
YJR050W	Isy1
YNL288W	Cnot9
YGR135W	Psma4
YMR309C	Eif3c
YGR255C	Coq6
YLR427W	Rnf10
YOR065W	Cyc1
YOR157C	Psmb7
YLR086W	Smc4
YKL041W	Chmp3
YHL015W	Rps20
YLR105C	Tsen2
YGR046W	Tamm41
YER053C	Slc25a3
YJL024C	Ap3s1
YJL024C	Ap3s2
YKL212W	Sacm1l
YCR033W	Ncor1
YCR033W	Ncor2
YKR057W	Rps21
YJL136C	Rps21
YDL015C	Tecrl
YDL015C	Tecr
YNL001W	Pelo
YCL001W-A	Pelo
YKR053C	Sgpp1
YJL134W	Sgpp1
YKR053C	Sgpp2
YJL134W	Sgpp2
YLR039C	Ric1
YPL120W	Becn1
YPL120W	Gm38100
YHL013C	Otud6a
YHL013C	Otud6b
YGL119W	Coq8b
YGL119W	Coq8a
YIL062C	Arpc5
YIL062C	Arpc5l
YOR187W	Tufm
YPL065W	Vps28
YGL004C	Rrp9
YPR137W	Rrp9
YJL126W	Nit1
YMR039C	Sub1
YML126C	Hmgcs2
YML126C	Hmgcs1
YEL026W	Snu13
YLR442C	Orc1
YML065W	Orc1
YJR069C	Itpa
YNL240C	Narfl
YNL240C	Narf
YLR029C	Rpl15
YMR121C	Rpl15
YJL091C	Pigw
YDL219W	Dtd1
YLR196W	Pwp1
YPR112C	Rbm19
YDR236C	Rfk
YPR180W	Sae1
YLL018C	Dars
YER110C	Ipo4
YFR006W	Pepd
YPL090C	Rps6
YBR181C	Rps6
YDR529C	Uqcrb
YNL138W	Cap2
YNL138W	Cap1
YNL039W	Bdp1
YJR095W	Slc25a1
YBR291C	Slc25a1
YGR184C	Ubr1
YLR024C	Ubr1
YGR184C	Ubr2
YLR024C	Ubr2
YHR113W	Dnpep
YKL103C	Dnpep
YHR068W	Dhps
YDL174C	Ldhd
YDL205C	Hmbs
YML071C	Cog8
YDR185C	Prelid3b
YLR168C	Prelid3b
YDR185C	Prelid3a
YLR168C	Prelid3a
YDR298C	Atp5o
YDR298C	Atp5o
YNL045W	Lta4h
YOR281C	Pdcl2
YOR281C	Pdcl3
YIL129C	Fry
YIL129C	Fryl
YOR260W	Eif2b3
YMR308C	Ranbp6
YMR308C	Ipo5
YGL048C	Psmc5
YGL080W	Mpc1
YPL183W-A	Mrpl36
YER102W	Rps8
YBL072C	Rps8
YDR087C	Rrp1
YDR087C	Rrp1b
YOR217W	Rfc1
YKL216W	Dhodh
YDR057W	Os9
YDR057W	Erlec1
YBR261C	Mettl11b
YBR261C	Ntmt1
YDR419W	Polh
YPL028W	Acat1
YPL263C	Klhdc4
YDR226W	Ak2
YJR135W-A	Timm8a2
YJR135W-A	Timm8a1
YJR135W-A	Timm8b
YLR116W	Sf1
YLR116W	Sf1
YKL134C	Mipep
YDL234C	Tbc1d17
YDL234C	Tbc1d15
YMR028W	Igbp1b
YMR028W	Igbp1
YKR068C	Trappc3
YKR068C	Trappc3l
YGR093W	Cwf19l1
YDR394W	Psmc4
YJR057W	Dtymk
YPL042C	Cdk8
YPL042C	Cdk19
YOL033W	Ears2
YBR103W	Tbl1xr1
YBR103W	Tbl1x
Q0250	mt-Co2
YJL200C	Aco2
YLR304C	Aco2
YFR028C	Cdc14a
YFR028C	Cdc14b
YDR375C	Bcs1l
YMR027W	Armt1
YIL088C	Slc38a8
YER119C	Slc38a8
YBL089W	Slc38a8
YIL088C	Slc38a7
YER119C	Slc38a7
YBL089W	Slc38a7
YOR222W	Slc25a21
YPL134C	Slc25a21
YGL167C	Atp2c2
YGL167C	Atp2c1
YNL293W	Grtp1
YOL112W	Grtp1
YLR205C	Hmox1
YLR205C	Hmox2
YKL087C	Hccs
YHR137W	Aadat
YGL202W	Aadat
YJR078W	Ido2
YJR078W	Ido1
YOR093C	Dip2c
YOR093C	Dip2a
YOR093C	Dip2b
YPR021C	Slc25a13
YPR021C	Slc25a12
YJR060W	Usf2
YJR060W	Usf1
YKL120W	Slc25a34
YKL120W	Slc25a35
YGL191W	Cox6a2
YGL191W	Cox6a1
YNL084C	Eps15
YBL047C	Eps15
YNL084C	Eps15l1
YBL047C	Eps15l1
YHR114W	Trip10
YHR114W	Fnbp1
YHR114W	Fnbp1l
YGR070W	Arhgef3
YLR371W	Arhgef3
YGR070W	Net1
YLR371W	Net1
YCR030C	Sgip1
YCR030C	Fcho1
YCR030C	Fcho2
YHR175W	Slc31a1
YHR175W	Slc31a2
YAL041W	Arhgef4
YAL041W	Spata13
YAL041W	Arhgef9
YCL032W	4933403O08Rik
YCL032W	Cnksr3
YCL032W	Cnksr2
YMR070W	Plagl1
YMR070W	Plagl2
YMR070W	Plag1
YPL242C	Iqgap2
YPL242C	Iqgap3
YPL242C	Iqgap1
YDR045C	Polr3k
YNL124W	Naf1
YML046W	Prpf39
YBR155W	Ttc4
YLL036C	Prpf19
YPR094W	Phf5a
YJL194W	Cdc6
YNL262W	Pole
YGL099W	Lsg1
YOR117W	Psmc3
YGL021W	Haspin
YBL009W	Haspin
YPL213W	Gm45213
YPL008W	Ddx11
YNL132W	Nat10
YOR210W	Polr2l
YMR240C	Sf3b2
YIL083C	Ppcs
YLR459W	Pigu
YDL207W	Gle1
YGR245C	Sdad1
YKL110C	Kti12
YPL244C	Slc35b1
YER105C	Nup155
YBL079W	Nup155
YDR398W	Wdr43
YCR057C	Pwp2
YHL031C	Gosr1
YCR044C	Pgap3
YER100W	Ube2j2
YDR145W	Taf12
YGR173W	Drg2
YPR091C	Tex2
YJL124C	Lsm1
YER021W	Psmd3
YLR147C	Snrpd3
YDR166C	Exoc2
YLR438C-A	Lsm3
YNR046W	Trmt112
YDL216C	Cops5
YHR121W	Lsm12
YGL027C	Mogs
YNL139C	BC005561
YNL139C	Thoc2
YDR339C	Fcf1
YPR168W	Med10
YDR473C	Prpf3
YPR081C	Gars
YBR121C	Gars
YKL086W	Srxn1
YPR133C	Iws1
YOR103C	Dad1
YML068W	Rnf14
YIR002C	Fancm
YPR041W	Eif5
YER008C	Exoc1
YBL080C	Gatb
YLR305C	Pi4ka
YDR430C	Pitrm1
YGR029W	Gfer
YJR066W	Mtor
YKL203C	Mtor
YFL044C	Yod1
YPL271W	Atp5e
YFR010W	Usp14
YDR152W	Rwdd1
YPR191W	Uqcrc2
YNL177C	Mrpl22
YOL077C	Brix1
YHR143W-A	Polr2k
YKL145W	Psmc2
YGR253C	Psma5
YBR217W	Atg12
YOR224C	Polr2h
YOR001W	Exosc10
YLR051C	Dnttip2
YHR074W	Nadsyn1
YOR077W	Kin
YDR311W	Gtf2h1
YOR035C	Unc45a
YOR035C	Unc45b
YLR197W	Nop56
YGR175C	Sqle
YLR370C	Arpc3
YPR110C	Polr1c
YOR179C	Cpsf3
YLR277C	Cpsf3
YDL145C	Copa
YGR116W	Supt6
YMR217W	Gmps
YLR285W	Mettl23
YLL018C-A	Cox19
YDR151C	Zfp36l1
YJL090C	Topbp1
YIL072W	Hormad2
YIL072W	Hormad1
YBL035C	Pola2
YPL210C	Srp72
YPR113W	Cdipt
YIR012W	Aamp
YJL010C	Nop9
YGR214W	Rpsa
YLR048W	Rpsa
YLR060W	Farsb
YLR450W	Hmgcr
YML075C	Hmgcr
YAL032C	Snw1
YMR023C	Gtpbp3
YKR095W	Tpr
YIL149C	Tpr
YOR254C	Sec63
YDR013W	Gins1
YHR170W	Nmd3
YDR205W	Slc30a5
YDR205W	Slc30a7
YPR187W	Polr2f
YMR231W	Vps11
YGR095C	Exosc5
YBL007C	Fgr
YMR125W	Ncbp1
YIL021W	Polr2c
YOR074C	Tyms
YOR184W	Psat1
YHR099W	Trrap
YDR189W	Scfd1
YNL107W	Yeats4
YJR017C	Pin1rt1
YJR017C	Pin1
YGR277C	Coasy
YGL240W	Anapc10
YLR306W	Ube2m
YOR159C	Snrpe
YGL198W	Yipf6
YPL126W	Wdr75
YJR084W	Pcid2
YBL084C	Cdc27
YDL007W	Psmc1
YKR023W	Trip4
YIL022W	Timm44
YCL001W	Rer1
YIL066C	Rrm1
YER070W	Rrm1
YNL006W	Mlst8
YFL017W-A	Snrpg
YLR016C	Snip1
YOR119C	Riok1
YOL142W	Exosc3
YGR021W	Taco1
YDR268W	Wars2
YHL010C	Brap
YMR281W	Pigl
YDR196C	Dcakd
YBR091C	Timm10
YHR005C-A	Timm10
YLR208W	Sec13
YGR024C	Thg1l
YNL250W	Rad50
YNL092W	Carnmt1
YPL012W	Rrp12
YMR272C	Fa2h
YLR045C	Ckap5
YPR051W	Naa30
YHR077C	Upf2
YOL127W	Rpl23a
YJR007W	Eif2s1
YMR049C	Bop1
YLR247C	Shprh
YBR243C	Dpagt1
YJL068C	Esd
YIL110W	Mettl18
YLR325C	Rpl38
YBL091C	Metap2
YDR361C	Bccip
YPL172C	Cox10
YOL102C	Trpt1
YIL008W	Urm1
YDR266C	Zfp598
YLR275W	Snrpd2
YPL097W	Yars2
YGR218W	Xpo1
YNR020C	Atp23
YHL004W	Mrps2
YHR089C	Gar1
YOR310C	Nop58
YBR265W	Kdsr
YDR159W	Mcm3ap
YOR370C	Chml
YOR370C	Chm
YBR020W	Galk2
YDR009W	Galk2
YIL030C	6-Mar
YGR267C	Gch1
YGR074W	Snrpd1
YPL237W	Eif2s2
YDR177W	Ube2k
YHR186C	Rptor
YDR486C	Chmp5
YNL026W	Samm50
YGL017W	Ate1
YOR261C	Psmd7
YGR285C	Dnajc2
YMR304W	Usp7
YPR176C	Rabggtb
YER159C	Drap1
YDR280W	Exosc9
YER143W	Ddi1
YOR308C	Sart1
YOL080C	Rexo4
YPL151C	Plrg1
YBR154C	Polr2e
YBR142W	Ddx24
YGL070C	Polr2i
YBR236C	Rnmt
YLR435W	Tsr2
YLR418C	Cdc73
YLR026C	Stx5a
YPL131W	Rpl5
YMR293C	Qrsl1
YGR132C	Phb
YKR070W	Hdhd5
YIR005W	Rbmx2
YFR031C	Smc2
YHR166C	Cdc23
YNL182C	Wdr18
YDR488C	Wdr18
YER156C	Myg1
YBR123C	Gtf3c5
YDR101C	Pa2g4
YEL021W	Umps
YNL310C	Dnlz
YML049C	Sf3b3
YGR171C	Mars2
YGR261C	Ap3b2
YGR261C	Ap3b1
YDL064W	Ube2i
YNL224C	Gpatch11
YLR271W	Gpatch11
YPR047W	Fars2
YEL051W	Atp6v1d
YOR349W	Tbcd
YDR064W	Rps13
YJR093C	Fip1l1
YCR081W	Med12l
YCR081W	Med12
YER014W	Ppox
YLR382C	Lars2
YBR282W	Mrpl41
YGL192W	Mettl3
YML013W	Faf2
YDL091C	Faf2
YOR057W	Sugt1
YBR079C	Eif3a
YPL029W	Supv3l1
YKL073W	Hyou1
YNL169C	AC149090.1
YNL169C	Gm20671
YNL169C	Pisd
YGL047W	Glt28d2
YGL047W	Alg13
YJL167W	Fdps
YKL059C	Rbbp6
YOL008W	Coq10b
YOL008W	Coq10a
YBL092W	Rpl32
YBR070C	Alg14
YDR427W	Psmd13
YBL059C-A	Cmc2
YNR041C	Coq2
YKL058W	Gtf2a2
YOL058W	Ass1
YBL102W	Sft2d3
YLL011W	Dcaf13
YLL011W	Dcaf13
YNL249C	Fggy
YDR109C	Fggy
YDR386W	Mus81
YFR027W	Esco1
YFR027W	Esco2
YDR238C	Copb1
YDR167W	Taf10
YPL104W	Dars2
YHR190W	Fdft1
YDL178W	D2hgdh
YEL071W	D2hgdh
YGR127W	Tango2
YGR127W	Tango2
YKL010C	Trip12
YBR061C	Ftsj1
YDR246W	Trappc4
YGR227W	Alg10b
YOL135C	Med7
YGL018C	Hscb
YBL020W	Rft1
YDL208W	Nhp2
YDR397C	Dr1
YCL039W	Wdr26
YGR063C	Supt4a
YMR077C	Chmp6
YNL267W	Pi4kb
YDL147W	Psmd12
YHR018C	Asl
YLR351C	Nit2
YLR166C	Exoc5
YPL222W	Selenoo
YEL024W	Uqcrfs1
YGL136C	Mrm2
YNL292W	Trub1
YKL018W	Wdr82
YDR180W	Nipbl
YER162C	Xpc
YNL313C	Ttc27
YMR310C	Spout1
YGR283C	Spout1
YNL320W	Abhd13
YPR175W	Gm49384
YPR175W	Pole2
YGR211W	Zpr1
YLR316C	Gm49322
YLR316C	Adat3
YOR361C	Eif3b
YKL113C	Fen1
YOL049W	Gss
YDR023W	Sars
YER112W	Lsm4
YER112W	Lsm4
YKL215C	Oplah
YEL029C	Pdxk
YNR027W	Pdxk
YOR002W	Alg6
YOR002W	Alg6
YDL090C	Fntb
YIL143C	Ercc3
YIR008C	Prim1
YGR207C	Etfbl
YGR207C	Etfb
YPL178W	Ncbp2
YNL025C	Ccnc
YPL040C	Iars2
YGR194C	Xylb
YOL086W-A	Cenps
YOL086W-A	Cort
YDR301W	Cpsf1
YMR218C	Trappc10
YHR111W	Mocs3
YER141W	Cox15
YCR047C	Bud23
YIL007C	Psmd9
YKL196C	Ykt6
YPL047W	Atxn7l3
YPL047W	Atxn7l3b
YDR299W	Aatf
YNL063W	Hemk1
YER173W	Rad17
YBR269C	Sdhaf4
Q0070	mt-Co1
Q0045	mt-Co1
YKL141W	Sdhc
YMR118C	Sdhc
YGL097W	Rcc1
YML059C	Pnpla7
YML059C	Pnpla6
YER144C	Usp2
YDR069C	Usp2
YER144C	Usp21
YDR069C	Usp21
YMR234W	Rnaseh1
YDR469W	Dpy30
YBR219C	Slc33a1
YBR220C	Slc33a1
YOR269W	Pafah1b1
YGR181W	Timm13
YBR111C	Nudt5
YPR107C	Cpsf4l
YPR107C	Cpsf4
YLR017W	Mtap
YLR310C	Sos2
YLR310C	Sos1
YOR181W	Was
YOR181W	Wasl
YDR162C	Crkl
YDR162C	Crk
YOL147C	Pex11a
YOL147C	Pex11b
YOL147C	Gm42957
YCL057C-A	Micos10
YGR082W	Tomm20l
YGR082W	Tomm20
YJL100W	Pi4k2b
YJL100W	Pi4k2a
YPL181W	Phf20l1
YPL181W	Phf20
YFR015C	Gys1
YLR258W	Gys1
YFR015C	Gys2
YLR258W	Gys2
YDR389W	Arhgap24
YOR134W	Arhgap24
YDR389W	Arhgap22
YOR134W	Arhgap22
YDR389W	Arhgap25
YOR134W	Arhgap25
YLR242C	Arv1
YCR093W	Cnot1
YPL132W	Cox11
YML098W	Taf13
YDR165W	Wdr4
YER171W	Ercc2
YDR068W	Bsdc1
YHR069C	Exosc2
YAL033W	Pop5
YMR078C	Chtf18
YGR229C	Fbxo3
YML038C	Slc35c2
YPL217C	Bms1
YKL144C	Polr3h
YDR080W	Vps41
YEL046C	Tha1
YDR331W	Pigk
YNL153C	Pfdn4
YJR104C	Sod1
YHR164C	Dna2
YPL160W	Lars
YMR194C-B	Cmc4
YDR364C	Cdc40
YJR034W	Coa5
YDL193W	Nus1
YBR004C	Pigv
YLR268W	Sec22b
YDR079C-A	Gtf2h5
YLR148W	Vps18
YGR187C	Hgh1
YNL219C	Alg9
YMR284W	Xrcc6
YGR047C	Gtf3c3
YIL091C	Diexf
YMR061W	Cstf3
YPR056W	Gtf2h3
YDR030C	Ercc8
YML060W	Ogg1
YLR097C	Fbxo9
YAL025C	Mak16
YJR064W	Cct5
YKL009W	Mrto4
YGL241W	Ipo9
YGL110C	Ascc2
YDR294C	Sgpl1
YDL097C	Psmd11
YDR142C	Pex7
YMR074C	Pdcd5
YBR247C	Bysl
YNL041C	Cog6
YGL174W	Bud13
YMR128W	Dhx37
YOR148C	Gpkow
YFL001W	Pus3
YDL060W	Tsr1
YLR022C	Sbds
YBL023C	Mcm2
YML105C	Srp19
YDR329C	Pex3
YGR200C	Elp2
YDR137W	Rgp1
YOR339C	Ube2c
YPL093W	Gtpbp4
YPR004C	Etfa
YML077W	Trappc1
YDL033C	Trmu
YLR015W	Ash2l
YNR053C	Gnl2
YDR182W	Mppe1
YFR050C	Psmb4
YGR013W	Rbm25
YLR240W	Pik3c3
YDR437W	Pigp
YOL114C	Mrpl58
YNL075W	Imp4
YGR090W	Nol6
YGL100W	Seh1l
YGL195W	Gcn1l1
YBR251W	Mrps5
YJR022W	Lsm8
YBL074C	Aar2
YIL064W	Eef1akmt2
YLR106C	Mdn1
YKL045W	Prim2
YPL167C	Rev3l
YER140W	Tapt1
YDL148C	Nop14
YDR060W	Cebpz
YGR054W	Eif2a
YER157W	Cog3
YCR042C	Taf2
YNL227C	Dnajc21
YPL207W	Tyw1
YJL088W	Otc
YGR005C	Gtf2f2
YOR340C	Twistnb
YKR009C	Hsd17b4
YPR189W	Ttc37
YGL095C	Vps45
YDL028C	Ttk
YKL022C	Cdc16
YLR002C	Noc3l
YKL033W	Tti1
YBR006W	Aldh5a1
YPR162C	Orc4
YMR092C	Wdr1
YFR047C	Qprt
YLR386W	Vac14
YKL100C	H13
YNL147W	Lsm7
YLR127C	Anapc2
YLR274W	Mcm5
YML021C	Ung
YEL053C	Naa35
YPR019W	Mcm4
YDR248C	Idnk
YPR144C	Noc4l
YOR206W	Noc2l
YOR319W	Sf3b4
YCR087C-A	Lyar
YMR131C	Grwd1
YER069W	Nags
YOR091W	Zc3h15
YHR072W-A	Nop10
YGR188C	Bub1
YIL150C	Mcm10
YPL043W	Rbm28
YDR390C	Uba2
YOR236W	Dhfr
YJR010C-A	Spcs1
YJR008W	Memo1
YDR265W	Pex10
YMR114C	Hmces
YHL030W	Ecpas
YLR059C	Rexo2
YOR362C	Psma3
YJL074C	Smc3
YDR121W	Pole3
YNL113W	Polr1d
YOR265W	Tbca
YBL097W	Ncaph
YDL043C	Sf3a2
YNL315C	Atpaf1
YOR004W	Utp23
YPL076W	Pigc
YMR274C	Rce1
YDR228C	Pcf11
YLR074C	Zfp593
YBR060C	Orc2
YBR105C	Gid4
YGR066C	Gid4
YOR294W	Rrs1
YPL045W	Vps16
YNR043W	Mvd
YPL227C	Alg5
YNL048W	Alg11
YPL146C	Nop53
YKR024C	Ddx31
YOR112W	Scyl1
YOL073C	Ubac2
YJR006W	Pold2
YGR123C	Ppp5c
YBR257W	Pop4
YOR356W	Etfdh
YDL153C	Utp3
YOR067C	Alg8
YLR009W	Rsl24d1
YNL062C	Trmt6
YGL238W	Cse1l
YDR333C	Tcf25
YGR002C	Dmap1
YNL221C	Pop1
YNL035C	Wdr89
YBR170C	Nploc4
YMR093W	Utp15
YDR365C	Esf1
YMR048W	Tipin
YJL008C	Cct8
YLR143W	Dph6
YOL097C	Wars
YLR071C	Med14
YDR335W	Xpo5
YOL087C	Wdr48
YML095C	Ercc1
YKL056C	Tpt1
YDL098C	Zmat2
YDL008W	Anapc11
YJL109C	Heatr1
YER006W	Gnl3l
YHR188C	Pigt
YDR434W	Pigs
YLR291C	Eif2b2
YCR060W	Stub1
YDL111C	Exosc7
YPL098C	Romo1
YOL107W	Tmem115
YPL125W	Ipo11
YMR035W	Immp2l
YPR055W	Exoc4
YPL101W	Elp4
YPR147C	Ldah
YJL111W	Cct7
YMR229C	Pdcd11
YJL072C	Gins2
YOR145C	Pno1
YDR140W	N6amt1
YDR115W	Mrpl34
YDL116W	Nup107
YDR496C	Pum3
YDL143W	Cct4
YPR185W	Atg13
YKL213C	Plaa
YDR212W	Tcp1
YPL094C	Sec62
YAR003W	Rbbp5
YHR058C	Med6
YLR129W	Wdr3
YEL003W	Pfdn2
YKL172W	Ebna1bp2
YNL163C	Efl1
YKR081C	Rpf2
YNL308C	Kri1
YLR103C	Cdc45
YJL030W	Mad2l1
YOL124C	Trmt11
YDL029W	Actr2
YFL025C	Pgap1
YCL010C	Sgf29
YDL058W	Uso1
YML069W	Ssrp1
YLR085C	Actr6
YPR036W	Atp6v1h
YPR135W	Wdhd1
YBL008W	Hira
YMR013C	Dolk
YPL175W	Piga
YBR026C	Mecr
YEL020W-A	Timm9
YBR252W	Dut
YHR012W	Vps29
YBL088C	Atm
YHR144C	Dctd
YDR482C	Srrm2
YNR015W	Dus2
YIL061C	Snrnp70
YNL207W	Riok2
YBL055C	Tatdn1
YGR183C	Uqcr10
YPL082C	Btaf1
YIL097W	Maea
YMR259C	Thada
YPR016C	Eif6
YHR070W	Trmt5
YGR145W	Nol10
YLR186W	Emg1
YLR272C	Ncapd2
YIL065C	Fis1
YLR175W	Dkc1
YJR070C	Dohh
YGR001C	Eef1akmt1
YKL019W	Fnta
YDR283C	Eif2ak4
YKL191W	Dph2
YPR100W	Mrpl43
YKL099C	Utp11
YBL041W	Psmb1
YGR033C	Timm21
YCR054C	Atxn10
YAL002W	Vps8
YPR105C	Cog4
YHR088W	Rpf1
YBR202W	Mcm7
YGR020C	Atp6v1f
YLR298C	Snrpc
YDL120W	Fxn
YBR055C	Prpf6
YDL142C	Crls1
YLR409C	Wdr36
YHR075C	Ppme1
YBL076C	Iars
YGL207W	Supt16
YKL218C	Srr
YJR122W	Iba57
YKL207W	Emc3
YLR243W	Gpn3
YGR264C	Mars
YKL013C	Arpc4
YPL211W	Nip7
YNR038W	Ddx51
YDL017W	Cdc7
YFL003C	Msh4
YDL112W	Tarbp1
YIR026C	Dusp12
YJR102C	Vps25
YDR027C	Vps54
YCR063W	Bud31
YMR149W	Rpn2
YJR072C	Gpn1
YPR108W	Psmd6
YDL150W	Polr3d
YCL054W	Ftsj3
YLR181C	Vta1
YDR148C	Dlst
YPL002C	Snf8
YDR449C	Utp6
YJR055W	Znhit3
YBR097W	Pik3r4
YPR085C	Gnb1l
YDR292C	Srpr
YER151C	Usp10
YJL096W	Mrpl21
YBL004W	Utp20
YBR133C	Prmt5
YMR193W	Mrpl28
YKL149C	Dbr1
YLR172C	Dph5
YDR376W	Fdxr
YCR090C	Czib
YKL053C-A	Triap1
YPR040W	Tiprl
YLR276C	Ddx56
YBL019W	Apex2
YMR296C	Sptlc1
YMR211W	Msto1
YEL044W	Ino80c
YHR200W	Psmd4
YLR401C	Dus3l
YFL022C	Farsa
YAL036C	Drg1
YOR258W	Aptx
YPR067W	Isca2
YNL110C	Nifk
YLR417W	Vps36
YFR051C	Arcn1
YNL172W	Anapc1
YDL030W	Sf3a3
YER126C	Nsa2
YPL236C	Stk16
YPR082C	Txnl4a
YCL059C	Krr1
YHR156C	Cd2bp2
YMR073C	Cyb5r4
YJL140W	Polr2d
YOR006C	Tsr3
YGL231C	Emc4
YLL035W	Nol9
YDR407C	Trappc9
YOR253W	Naa50
YMR132C	Ccdc25
YCL045C	Emc1
YJR014W	Denr
YKR063C	Las1l
YGL232W	Thumpd1
YDR005C	Maf1
YNL317W	Wdr33
YGL242C	Nfkbiz
YNL118C	Dcp2
YLR384C	Elp1
YJL069C	Utp18
YGR103W	Pes1
YJL125C	Trmt61a
YBR223C	Tdp1
YDL190C	Ube4b
YOR272W	Wdr12
YHR148W	Imp3
YFL017C	Gnpnat1
YOL034W	Smc5
YNL286W	Htatsf1
YDR108W	Trappc8
YLR222C	Tbl3
YLL031C	Pigo
YPL149W	Atg5
YLR336C	Nom1
YEL058W	Pgm3
YBR018C	Galt
YKR071C	Ciapin1
YLR088W	Gpaa1
YKL151C	Naxd
YPR066W	Uba3
YGL127C	Med31
YNL024C-A	Tmem167
YIL142W	Cct2
YOL010W	Rcl1
YJR013W	Pigm
YOR262W	Gpn2
YML094W	Pfdn5
YKL195W	AU015836
YKL195W	Chchd4
YFR004W	Psmd14
YEL031W	Atp13a1
YNR003C	Polr3f
YLR115W	Cpsf2
YBR198C	Taf5
YNL022C	Nsun5
YJL014W	Cct3
YER139C	Rpap2
YDR066C	Rpap2
YPR025C	Ccnh
YBR087W	Rfc3
YNL297C	Mon2
YDR416W	Xab2
YBR231C	Cfdp1
YDR325W	Ncapg
YCL031C	Rrp7a
YNL232W	Exosc1
YDR083W	Rrp8
YJL180C	Atpaf2
YBR136W	Atr
YPL022W	Ercc4
YOR056C	Nob1
YGL201C	Mcm6
YOR346W	Rev1
YHR171W	Atg7
YEL032W	Mcm3
YOL041C	Rbm34
YMR080C	Upf1
YDL004W	Atp5d
YOL093W	Trmt10a
YIL128W	Mms19
YDR489W	Gins4
YGR078C	Vbp1
YPL096W	Ngly1
YPL009C	Nemf
YPL086C	Elp3
YGL091C	Nubp1
YPL215W	Uqcc1
YKR087C	Oma1
YPL051W	Arfrp1
YCR072C	Nle1
YLR347C	Kpnb1
YMR224C	Mre11a
YJL033W	Ddx10
YNL253W	Thoc3
YPL001W	Hat1
YOR005C	Lig4
YDR004W	Xrcc3
YDR472W	Trappc5
YDR305C	Fhit
YMR247C	Ltn1
YPL046C	Eloc
YDR404C	Polr2g
YHR062C	Rpp30
YOR123C	Leo1
YER048W-A	Lyrm4
YNR007C	Atg3
YIL103W	Dph1
YGL153W	Pex14
YBR246W	Dph7
YOR164C	Get4
YDL102W	Pold1
YMR288W	Sf3b1
YJR002W	Mphosph10
YEL002C	Ddost
YNL102W	Pola1
YPL103C	Napepld
YHR181W	Tex261
YKL143W	Ltv1
YDL238C	Gda
YOL145C	Ctr9
YDL177C	Impact
YCR059C	Impact
YGL062W	Pcx
YBR218C	Pcx
YBR204C	Dusp11
YOR173W	Dcps
YLR270W	Dcps
YGR217W	Nalcn
YLR359W	Adsl
YFL024C	Epc2
YFL024C	Epc1
YDR168W	Cdc37l1
YDR168W	Cdc37
YHL021C	Bbox1
YOR359W	Samd4b
YOR359W	Samd4
YOR032C	Max
YPL111W	Arg1
YPL111W	Arg2
YHL002W	Stam2
YHL002W	Stam
YJL080C	4921511C20Rik
YJL080C	Gm382
YJL080C	Hdlbp
YDR063W	Gmfb
YDR063W	Gmfg
YHR004C	Ctdnep1
YOR090C	Pdp1
YOR090C	Pdp2
YPL138C	Cxxc1
YBR192W	Slc25a36
YBR192W	Slc25a33
YLR245C	Cda
YOR085W	Magt1
YOR085W	Tusc3
YGR163W	Rragc
YGR163W	Rragd
YOL071W	Sdhaf2
YLR313C	Git1
YLR313C	Git2
YDR141C	Dop1b
YDR141C	Dop1a
YLR209C	Pnp
YLR209C	Gm49342
YLR209C	Pnp2
YLR284C	Eci3
YOR180C	Eci3
YLR284C	Eci2
YOR180C	Eci2
YNL129W	Nmrk1
YNL129W	Nmrk2
YNL127W	Strip1
YNL127W	Strip2
YMR192W	Rabgap1l
YPL249C	Rabgap1l
YMR192W	Rabgap1
YPL249C	Rabgap1
YNL068C	Foxk2
YNL068C	Foxk1
