YGL078C	CG7878
YDR376W	dare
YCR090C	CG4646
YKL053C-A	CG30109
YKL053C-A	CG30108
YPR040W	CG9578
YLR276C	Hlc
YMR296C	Spt-I
YMR211W	mst
YEL044W	CG12659
YHR200W	Rpn10
YLR401C	CG10463
YFL022C	alpha-PheRS
YAL036C	128up
YOR258W	CG5316
YPR067W	CG13623
YNL110C	CG6937
YLR417W	Vps36
YFR051C	deltaCOP
YNL172W	shtd
YDL030W	noi
YER126C	Ip259
YPL236C	CG1227
YPR082C	Dim1
YCL059C	dbe
YHR156C	holn1
YMR073C	CG11257
YJL140W	Rpb4
YOR006C	CG4338
YGL231C	CG11137
YLL035W	CG8414
YDR407C	brun
YOR253W	san
YMR132C	CG4593
YCL045C	EMC1
YJR014W	DENR
YKR063C	CG32075
YGL232W	CG15014
YDR005C	Maf1
YNL317W	Wdr33
YNL118C	DCP2
YLR384C	Elp1
YJL069C	wcd
YGR103W	CG4364
YJL125C	CG14544
YBR223C	gkt
YDL190C	CG9934
YOR272W	CG6724
YHR148W	CG4866
YFL017C	Gnpnat
YOL034W	SMC5
YNL286W	barc
YDR108W	l(3)76BDm
YLR222C	CG1671
YLL031C	PIG-O
YPL149W	Atg5
YLR336C	CG9004
YEL058W	nst
YBR018C	Galt
YKR071C	CIAPIN1
YLR088W	GAA1
YKL151C	CG10424
YPR066W	Uba3
YJR142W	CG12567
YGL127C	MED31
YNL024C-A	ksh
YIL142W	CCT2
YOL010W	Rtc1
YJR013W	PIG-M
YOR262W	CG10222
YML094W	Pfdn5
YKL195W	CG7950
YFR004W	Rpn11
YEL031W	CG6230
YNR003C	CG5380
YLR115W	Cpsf100
YBR198C	Taf5
YBR198C	can
YNL022C	Nsun5
YJL014W	CCT3
YER139C	CG34183
YDR066C	CG34183
YPR025C	CycH
YBR087W	RfC38
YNL297C	mon2
YDR416W	fand
YBR231C	Yeti
YDR325W	Cap-G
YCL031C	CG9107
YNL232W	Csl4
YDR083W	CG7137
YJL180C	l(2)k14505
YBR136W	mei-41
YPL022W	mei-9
YOR056C	CG2972
YGL201C	Mcm6
YOR346W	Rev1
YHR171W	Atg7
YEL032W	Mcm3
YOL041C	CG12288
YMR080C	Upf1
YDL004W	ATPsyndelta
YOL093W	CG14618
YIL128W	Mms19
YDR489W	Sld5
YGR078C	mgr
YPL096W	Pngl
YPL009C	Clbn
YPL086C	Elp3
YGL091C	CG17904
YPL215W	CG10075
YPL051W	Arfrp1
YCR072C	Nle
YLR347C	Fs(2)Ket
YMR224C	mre11
YJL033W	CG5800
YNL253W	tex
YPL001W	Hat1
YOR005C	DNAlig4
YDR004W	spn-B
YDR472W	Trs31
YMR247C	Ltn1
YPL046C	EloC
YDR404C	Rpb7
YHR062C	Rpp30
YDL166C	Ak6
YOR123C	CG10887
YOR123C	Atu
YER048W-A	bcn92
YNR007C	Atg3
YIL103W	Dph1
YGL153W	Pex14
YBR246W	CG3184
YOR164C	CG9853
YDL102W	DNApol-delta
YMR288W	Sf3b1
YJR002W	CG13097
YEL002C	Ost48
YNL102W	DNApol-alpha180
YHR181W	CG3500
YKL143W	LTV1
YDL238C	DhpD
YOL145C	Ctr9
YOL145C	CG9899
YGL062W	PCB
YBR218C	PCB
YBR204C	CG13197
YOR173W	CG2091
YLR270W	CG2091
YGR217W	na
YLR359W	AdSL
YFL024C	E(Pc)
YDR168W	Cdc37
YHL021C	CG10814
YHL021C	CG5321
YHL021C	CG14630
YOR359W	smg
YOR032C	Max
YPL111W	arg
YHL002W	Stam
YJL080C	Dp1
YDR063W	GMF
YHR004C	CG12078
YHR004C	CG8584
YHR004C	Dd
YOR090C	Pdp
YPL138C	CG3347
YPL138C	CG17440
YPL138C	Cfp1
YBR192W	Rim2
YLR245C	CG8349
YLR245C	CG8353
YLR245C	CG8360
YOR085W	Ostgamma
YGR163W	RagC-D
YOL071W	CG12895
YOL071W	CG14757
YLR313C	Git
YDR141C	CG15099
YLR209C	CG18128
YLR209C	CG16758
YLR284C	CG13890
YOR180C	CG13890
YNL129W	CG12016
YNL127W	Strip
YMR192W	GAPcenA
YPL249C	GAPcenA
YNL068C	fd102C
YNL068C	FoxK
YNL243W	Hip1
YDR507C	sff
YCL024W	sff
YDR517W	Grasp65
YML121W	RagA-B
YOR357C	Snx3
YGR080W	twf
YLR238W	Slmap
YDR200C	Slmap
YCR027C	Rheb
YER170W	Adk3
YJR044C	CG30423
YIL048W	CG31729
YLR250W	NUCB1
YMR176W	htk
YPR095C	step
YDR372C	sau
YNR030W	CG8412
YHR116W	CG4186
YLR439W	mRpL47
YMR038C	Ccs
YNL252C	mRpL46
YDR302W	PIG-F
YGL111W	l(2)k09848
YPL195W	g
YDR117C	eIF2D
YIL034C	cpb
YOR144C	elg1
YKR030W	CG9773
YJL062W	PIG-G
YGL155W	betaggt-I
YCL016C	CG11788
YBL082C	l(2)not
YKL165C	PIG-N
YPL083C	CG5626
YNL059C	Arp5
YKL206C	CG12321
YML067C	CG4293
YMR067C	CG33722
YOL031C	CG10420
YMR012W	clu
YGR216C	PIG-Q
YGL150C	Ino80
YPL183C	CG33172
YOL125W	CG18048
YIR027C	CG6106
YCL055W	Mettl14
YKR038C	Tcs3
YBR186W	pch2
YNR050C	LKRSDH
YML114C	Taf8
YDR527W	CG32104
YKR016W	Mitofilin
YGL142C	PIG-B
YPL107W	CG5500
YMR208W	CG33671
YCR075C	CG17119
YOR141C	Arp8
YER146W	CG6610
YGL086W	Mad1
YBR175W	Atg16
YOL076W	psidin
YLR412W	CG7988
YML102W	Caf1-105
YDR363W-A	Sem1
YFL027C	CG17883
YKL193C	sds22
YDR511W	Sdhaf3
YGL173C	pcm
YGL094C	PAN2
YDR440W	gpp
YDL200C	agt
YBR111W-A	e(y)2b
YBR111W-A	e(y)2
YER019W	CG12034
YOR125C	COQ7
YER049W	sud1
YHR085W	CG1575
YKL025C	CG11486
YMR244C-A	CG42376
YJL011C	Rcp
YOR079C	Zip102B
YDR460W	Mat1
YPR184W	CG9485
YMR239C	drosha
YER087W	ProRS-m
YDR052C	chif
YMR042W	bs
YMR043W	bs
YBR140C	Nf1
YOL081W	Nf1
YGR284C	Surf4
YFR002W	Nup93-1
YFR002W	Nup93-2
YEL004W	CG14511
YEL004W	Efr
YDL146W	CG2258
YNL239W	CG13423
YNL239W	CG1440
YOR278W	CG9589
YOR278W	CG1885
YOR058C	feo
YOR058C	sofe
YBR053C	regucalcin
YBR053C	smp-30
YPR013C	CG4318
YPR015C	CG4318
YPR013C	CG7987
YPR015C	CG7987
YHR117W	Tom70
YNL121C	Tom70
YLR405W	CG10495
YGR101W	rho-7
YMR277W	Fcp1
YJR138W	Iml1
YDR405W	mRpL23
YPR117W	CG14967
YLR454W	CG14967
YKL003C	mRpS6
YJL059W	Cln3
YHR037W	P5CDh1
YHR037W	P5CDh2
YKL082C	Surf6
YGR056W	polybromo
YLR357W	polybromo
YNL213C	CG4553
YIL046W	ago
YJL196C	Baldspot
YOR344C	SREBP
YNR017W	Tim23
YKR095W-A	CG42498
YMR269W	CG15561
YPL206C	CG14883
YGR141W	CG42272
YPR157W	CG42272
YHR201C	pn
YMR235C	RanGAP
YOR330C	tam
YMR201C	Xpac
YGL221C	CG4278
YKL016C	ATPsynD
YHR051W	COX5A
YPL069C	qm
YOL138C	Wdr24
YML104C	snz
YCR071C	mRpL49
YLR114C	CG11178
YEL062W	Nprl2
YER093C	rictor
YBL104C	mio
YNR006W	Hrs
YDR286C	CG9147
YMR010W	CG13784
YDR128W	Wdr59
YNL136W	MrgBP
YNL070W	Tom7
YLR193C	prel
YNL044W	CG1418
YLR191W	Pex13
YOL078W	Sin1
YAR035W	CPT2
YGL126W	Fitm
YHL023C	Nprl3
YGR019W	Gabat
YIL003W	CG4858
YPL225W	CG7519
YOL057W	DppIII
YPL030W	CG9386
YDR392W	Spt3
YLR023C	CG7530
YCL004W	CG7718
YLR403W	CG12054
YJL101C	Gclc
YLR281C	CG30100
YER046W	Pex23
YNL259C	Atox1
YHR019C	AsnRS
YDR323C	Rbsn-5
YGL016W	cdm
YLR087C	tweek
YJL046W	CG44243
YOR149C	PIG-Z
YBR102C	Exo84
YOR118W	CG4658
YGL037C	Naam
YER152C	CG6321
YPR186C	CG17829
YOR166C	CG7206
YER058W	CG11562
YLR007W	Nse1
YPR026W	CG16965
YMR185W	Tango6
YGR062C	CG4942
YIL104C	CG10055
YCR051W	CG42284
YCR051W	CG30271
YCR088W	Lasp
YIL108W	CG6294
YDL213C	CG3594
YDR412W	vito
