NCU05782	YGL078C
NCU02791	YLR318W
NCU05541	YPL107W
NCU00293	YGL067W
NCU03633	YMR208W
NCU01250	YCR075C
NCU06238	YOR141C
NCU09909	YHL016C
NCU03766	YER146W
NCU04428	YGL086W
NCU04047	YKR092C
NCU03949	YJR149W
NCU09931	YJR149W
NCU01275	YJR149W
NCU04803	YJR149W
NCU08357	YML102W
NCU08111	YDR465C
NCU09535	YHR009C
NCU03220	YGR266W
NCU03079	YGR266W
NCU04511	YKR027W
NCU04511	YJL099W
NCU04511	YMR237W
NCU04511	YOR299W
NCU07913	YDR363W-A
NCU05272	YFL027C
NCU07922	YNL014W
NCU09903	YPL226W
NCU08385	YKL193C
NCU09255	YDR511W
NCU06678	YGL173C
NCU10733	YGL094C
NCU09345	YNL332W
NCU09345	YFL058W
NCU09345	YJR156C
NCU09345	YDL244W
NCU06266	YDR440W
NCU03243	YER019W
NCU03957	YOR125C
NCU00520	YER049W
NCU07404	YGL156W
NCU09094	YHR085W
NCU05153	YJL218W
NCU04001	YJL218W
NCU09283	YJL218W
NCU01929	YKL025C
NCU02293	YMR244C-A
NCU06473	YOR079C
NCU11368	YCL050C
NCU11368	YDR530C
NCU02587	YDR460W
NCU02834	YPL162C
NCU00743	YPR184W
NCU01762	YMR239C
NCU09892	YER087W
NCU05972	YDR052C
NCU07430	YMR042W
NCU07430	YMR043W
NCU01642	YBR140C
NCU01642	YOL081W
NCU03319	YGR284C
NCU01702	YFR002W
NCU02980	YEL004W
NCU02418	YDL146W
NCU08333	YNL239W
NCU02395	YOR278W
NCU06277	YOR058C
NCU00326	YBR053C
NCU04245	YHR117W
NCU04245	YNL121C
NCU03195	YLR405W
NCU03080	YGR101W
NCU09300	YMR277W
NCU07710	YJR138W
NCU08329	YDR405W
NCU00459	YPR117W
NCU00459	YLR454W
NCU05717	YKL003C
NCU08408	YJL059W
NCU03076	YHR037W
NCU06090	YKL082C
NCU02354	YGR056W
NCU02354	YLR357W
NCU01506	YNL213C
NCU06483	YIL046W
NCU08563	YIL046W
NCU00371	YNR017W
NCU03761	YCL064C
NCU03425	YCR053W
NCU01036	YOR365C
NCU01036	YAL053W
NCU05785	YOR365C
NCU05785	YAL053W
NCU09253	YOR365C
NCU09253	YAL053W
NCU01978	YOR365C
NCU01978	YAL053W
NCU06781	YMR215W
NCU06850	YOL030W
NCU07253	YOL030W
NCU01162	YOL030W
NCU01754	YBR145W
NCU01754	YOL086C
NCU01754	YMR303C
NCU01754	YMR083W
NCU02476	YBR145W
NCU02476	YOL086C
NCU02476	YMR303C
NCU02476	YMR083W
NCU08063	YOR380W
NCU07535	YOR380W
NCU05308	YOR380W
NCU02214	YOR380W
NCU07945	YOR380W
NCU02592	YDL203C
NCU02351	YBL061C
NCU02351	YER096W
NCU09322	YBL061C
NCU09322	YER096W
NCU02934	YHR178W
NCU08652	YHR178W
NCU08651	YLR014C
NCU07669	YLR014C
NCU07059	YGR263C
NCU03903	YGR263C
NCU06152	YGR263C
NCU07597	YGR263C
NCU11352	YGR263C
NCU07966	YDR038C
NCU07966	YDR040C
NCU07966	YDR039C
NCU08147	YDR038C
NCU08147	YDR040C
NCU08147	YDR039C
NCU05046	YDR038C
NCU05046	YDR040C
NCU05046	YDR039C
NCU09672	YLR213C
NCU08072	YGR189C
NCU05974	YGR189C
NCU09117	YGR189C
NCU00092	YGR271C-A
NCU03416	YPL128C
NCU01845	YDR051C
NCU06465	YDR297W
NCU00554	YDR158W
NCU05589	YMR140W
NCU02660	YGL010W
NCU08974	YDR313C
NCU08706	YNL218W
NCU05420	YGL148W
NCU09226	YHR134W
NCU02060	YHR134W
NCU03926	YDR175C
NCU08827	YGR205W
NCU03186	YIL001W
NCU03740	YKL034W
NCU07456	YBR256C
NCU01210	YNR033W
NCU06714	YNR033W
NCU04613	YOR131C
NCU11098	YNL011C
NCU10468	YMR062C
NCU07507	YDR379C-A
NCU06262	YPL279C
NCU06262	YOR390W
NCU02169	YLR003C
NCU03979	YGR286C
NCU09371	YOL143C
NCU07879	YMR177W
NCU07879	YPL224C
NCU06269	YNL116W
NCU06269	YHR115C
NCU09711	YNL212W
NCU11173	YPL214C
NCU07732	YOR303W
NCU02416	YNR008W
NCU03188	YML086C
NCU03608	YLR355C
NCU01371	YHR100C
NCU04385	YGL009C
NCU01004	YGR170W
NCU01783	YNL038W
NCU09327	YMR287C
NCU10007	YIR031C
NCU10007	YNL117W
NCU04411	YDR354W
NCU00605	YHR003C
NCU00605	YKL027W
NCU08661	YIL145C
NCU03139	YCL030C
NCU08728	YNR037C
NCU16902	YLR050C
NCU00029	YKL175W
NCU04887	YBR015C
NCU04887	YJL186W
NCU06400	YJL213W
NCU02597	YJL213W
NCU09670	YJL213W
NCU09827	YDR257C
NCU03497	YER145C
NCU03497	YBR207W
NCU07724	YKR036C
NCU07724	YJL112W
NCU01540	YNR013C
NCU01540	YJL198W
NCU01540	YCR037C
NCU02973	YDL119C
NCU07158	YGR141W
NCU07158	YPR157W
NCU07691	YDR444W
NCU07691	YDL109C
NCU07691	YGL144C
NCU00106	YDR300C
NCU00106	YHR033W
NCU09817	YDR035W
NCU05548	YBR249C
NCU06310	YHR201C
NCU03207	YMR235C
NCU00276	YOR330C
NCU08742	YMR201C
NCU06108	YGL221C
NCU00636	YKL016C
NCU06695	YHR051W
NCU01427	YPL069C
NCU08632	YOL138C
NCU03937	YML104C
NCU05890	YCR071C
NCU07023	YLR114C
NCU03029	YEL062W
NCU07854	YER093C
NCU00091	YBL104C
NCU04015	YNR006W
NCU16385	YDR286C
NCU09543	YMR010W
NCU02112	YDR128W
NCU05281	YNL136W
NCU04181	YNL070W
NCU06719	YLR193C
NCU11237	YNL044W
NCU02618	YLR191W
NCU00324	YOL078W
NCU01611	YAR035W
NCU11367	YGL126W
NCU02725	YHL023C
NCU08998	YGR019W
NCU01084	YIL003W
NCU09442	YPL225W
NCU02701	YOL057W
NCU01980	YPL030W
NCU07992	YDR392W
NCU03238	YLR023C
NCU01141	YCL004W
NCU02621	YLR403W
NCU01157	YJL101C
NCU04174	YLR281C
NCU04604	YER046W
NCU03368	YNL259C
NCU06457	YHR019C
NCU07584	YDR323C
NCU16656	YGL016W
NCU07702	YLR087C
NCU05421	YJL046W
NCU11399	YOR149C
NCU06631	YBR102C
NCU08761	YDL242W
NCU08761	YPR079W
NCU00463	YLR231C
NCU09183	YLR231C
NCU08356	YDR242W
NCU08803	YDR242W
NCU03379	YAL024C
NCU00167	YKL047W
NCU00164	YPL216W
NCU00164	YGL133W
NCU07896	YPL216W
NCU07896	YGL133W
NCU02037	YPL216W
NCU02037	YGL133W
NCU08746	YIL099W
NCU01517	YIL099W
NCU09805	YIL099W
NCU08131	YIL099W
NCU01562	YLL057C
NCU07819	YLL057C
NCU07610	YLL057C
NCU09800	YLL057C
NCU10055	YBR054W
NCU10055	YDR033W
NCU10055	YCR021C
NCU01735	YBR054W
NCU01735	YDR033W
NCU01735	YCR021C
NCU01989	YOL048C
NCU01989	YAL018C
NCU01989	YOL047C
NCU05053	YOL048C
NCU05053	YAL018C
NCU05053	YOL047C
NCU08891	YDR423C
NCU07379	YDR423C
NCU01994	YDR423C
NCU03905	YDR423C
NCU10675	YGR055W
NCU04942	YGR055W
NCU07754	YGR055W
NCU02195	YGR055W
NCU02397	YLR134W
NCU02397	YLR044C
NCU02397	YGR087C
NCU02397	YDL080C
NCU02425	YNL047C
NCU02425	YIL105C
NCU02425	YGR097W
NCU02425	YPR115W
NCU02430	YML082W
NCU02430	YJR130C
NCU08117	YML082W
NCU08117	YJR130C
NCU05093	YML082W
NCU05093	YJR130C
NCU02576	YIR023W
NCU08000	YIR023W
NCU03643	YIR023W
NCU05994	YIR023W
NCU02668	YIL123W
NCU02668	YNL066W
NCU02668	YJL116C
NCU02668	YKR042W
NCU03141	YOL011W
NCU03141	YMR006C
NCU03141	YMR008C
NCU03141	YNL012W
NCU04251	YNL192W
NCU03611	YBR038W
NCU05239	YBR038W
NCU09324	YBR023C
NCU04352	YBR023C
NCU04350	YBR023C
NCU05268	YBR023C
NCU08936	YDR055W
NCU08936	YBR078W
NCU08936	YDR522C
NCU08936	YCL048W
NCU04309	YFR007W
NCU02565	YKL162C
NCU01338	YOR238W
NCU05202	YDL183C
NCU08028	YOL032W
NCU00150	YIL020C
NCU03730	YMR283C
NCU03094	YBR268W
NCU05200	YNL123W
NCU02623	YNR018W
NCU02450	YER086W
NCU09794	YMR315W
NCU03166	YAR015W
NCU08878	YML064C
NCU07442	YHR039C
NCU04171	YDR237W
NCU04323	YLR420W
NCU09998	YPR049C
NCU09432	YBL106C
NCU09432	YPR032W
NCU09873	YKR097W
NCU06365	YDR291W
NCU08417	YDL076C
NCU06403	YPR155C
NCU02184	YLR286C
NCU04500	YLR286C
NCU08894	YGL245W
NCU01324	YGR149W
NCU02452	YOR118W
NCU06110	YGR144W
NCU08007	YCR019W
NCU08296	YNL137C
NCU02951	YMR158W
NCU02632	YGR125W
NCU00713	YGL037C
NCU05542	YJR133W
NCU05542	YDR399W
NCU01724	YLR138W
NCU00430	YLR138W
NCU03883	YER072W
NCU11146	YER152C
NCU07761	YBR161W
NCU07761	YPL057C
NCU02358	YBR214W
NCU02358	YGL056C
NCU03468	YOL137W
NCU05394	YOL137W
NCU00536	YNL277W
NCU07001	YNL277W
NCU04409	YCR051W
NCU04275	YML032C
NCU05210	YCR066W
NCU16682	YDR179W-A
NCU04430	YBR286W
NCU02048	YML002W
NCU05715	YMR004W
NCU05895	YCR017C
NCU03089	YLR337C
NCU02967	YGR232W
NCU05291	YDR071C
NCU05991	YLR100W
NCU04699	YJR073C
NCU10987	YMR221C
NCU00423	YMR075W
NCU06485	YNL248C
NCU09609	YKL089W
NCU06579	YCL014W
NCU01069	YCR009C
NCU04156	YMR202W
NCU09870	YMR014W
NCU01816	YIR029W
NCU02014	YGL050W
NCU03282	YJR025C
NCU03495	YCR079W
NCU07911	YKR018C
NCU07911	YJL082W
NCU06397	YOR122C
NCU00586	YML052W
NCU00586	YDL222C
NCU00586	YNL194C
NCU02071	YHR097C
NCU02071	YDR348C
NCU00687	YHR097C
NCU00687	YDR348C
NCU00974	YBR014C
NCU00974	YPL156C
NCU00974	YDL010W
NCU01996	YMR063W
NCU01996	YFR012W
NCU01996	YOL019W
NCU02190	YPL145C
NCU02190	YOR237W
NCU08578	YPL145C
NCU08578	YOR237W
NCU02599	YDL072C
NCU02599	YKL065C
NCU02599	YMR040W
NCU02671	YER130C
NCU02671	YKL062W
NCU02671	YMR037C
NCU02750	YJL016W
NCU02750	YNL278W
NCU02750	YLR187W
NCU02932	YHR132W-A
NCU02932	YNL157W
NCU03860	YHR132W-A
NCU03860	YNL157W
NCU06762	YJL183W
NCU03055	YDR245W
NCU03213	YJR061W
NCU03213	YKL201C
NCU06792	YJR061W
NCU06792	YKL201C
NCU03263	YML072C
NCU03263	YOR086C
NCU03263	YNL087W
NCU03601	YLR414C
NCU03601	YKL187C
NCU03601	YLR413W
NCU09915	YHR124W
NCU03725	YHR124W
NCU04729	YHR124W
NCU03887	YGR068C
NCU03887	YOR018W
NCU03887	YFR022W
NCU03914	YLR300W
NCU03914	YOR190W
NCU03914	YDR261C
NCU04329	YJL042W
NCU04329	YPL137C
NCU04329	YOR227W
NCU04830	YMR021C
NCU04830	YPR008W
NCU04830	YGL166W
NCU06071	YDL144C
NCU04832	YDL144C
NCU09079	YDL144C
NCU04847	YNL289W
NCU04847	YDL127W
NCU04847	YDL179W
NCU05564	YLR324W
NCU05564	YGR004W
NCU05564	YBR168W
NCU06043	YNR002C
NCU06043	YCR010C
NCU06043	YDR384C
NCU09326	YGR282C
NCU06381	YGR282C
NCU09175	YGR282C
NCU07883	YML117W
NCU06459	YPL184C
NCU07500	YBR162C
NCU07499	YBR162C
NCU07501	YBR162C
NCU07985	YMR155W
NCU16534	YDL054C
NCU02705	YLR393W
NCU08671	YMR220W
NCU11307	YLR220W
NCU04363	YGR186W
NCU02369	YJR153W
NCU03813	YOR388C
NCU01761	YGR215W
NCU09382	YDR161W
NCU05248	YOR215C
NCU01945	YOR155C
NCU09208	YLR055C
NCU06546	YDR393W
NCU08425	YJR124C
NCU08377	YJL005W
NCU01184	YDL209C
NCU04764	YDR316W
NCU06659	YGR210C
NCU09699	YJL127C
NCU04354	YDR332W
NCU01768	YMR196W
NCU01852	YPR201W
NCU01256	YNL191W
NCU02005	YPR167C
NCU02415	YIL108W
NCU02159	YDL213C
NCU01203	YDR412W
NCU00008	YKL008C
NCU00008	YHL003C
NCU00076	YCL036W
NCU00076	YDR514C
NCU00215	YPL067C
NCU16489	YPL067C
NCU00295	YBR216C
NCU00295	YGL060W
NCU00344	YLR451W
NCU02094	YLR451W
NCU00379	YCR067C
NCU00379	YNR026C
NCU00495	YHR155W
NCU00495	YNL257C
NCU00590	YPR172W
NCU00590	YLR456W
NCU01695	YNL251C
NCU00806	YNL251C
NCU00897	YKL072W
NCU00897	YMR053C
NCU00914	YPL141C
NCU00914	YOR233W
NCU01121	YPL239W
NCU16418	YPL239W
NCU01122	YPR022C
NCU05242	YPR022C
NCU01218	YHR198C
NCU01218	YHR199C
NCU01231	YKL217W
NCU07607	YKL217W
NCU01414	YKL043W
NCU01414	YMR016C
NCU01548	YHR138C
NCU01548	YNL015W
NCU01748	YFL010C
NCU01645	YFL010C
NCU01722	YIR033W
NCU01722	YKL020C
NCU01777	YLR177W
NCU01777	YDR505C
NCU01814	YHR142W
NCU05720	YHR142W
NCU01862	YAL034C
NCU01862	YOR338W
NCU01883	YDR388W
NCU04637	YDR388W
NCU01940	YCR008W
NCU06179	YCR008W
NCU03621	YDR150W
NCU01953	YDR150W
NCU01958	YCL066W
NCU01958	YCR040W
NCU02010	YNL104C
NCU02010	YOR108W
NCU02096	YGR234W
NCU10051	YGR234W
NCU02282	YKL004W
NCU02282	YDR072C
NCU02315	YDR026C
NCU02315	YBR049C
NCU07495	YGR086C
NCU02540	YGR086C
NCU03054	YBR007C
NCU08606	YBR007C
NCU07290	YMR091C
NCU03064	YMR091C
NCU08307	YPL133C
NCU03352	YPL133C
NCU03532	YNL027W
NCU07952	YNL027W
NCU06281	YMR162C
NCU03592	YMR162C
NCU03696	YCL026C-A
NCU03696	YCL026C-B
NCU03928	YJR054W
NCU03928	YML047C
NCU03975	YPL038W
NCU03975	YDR253C
NCU04212	YKL133C
NCU04212	YMR115W
NCU04373	YGR014W
NCU04373	YDR420W
NCU04466	YNL335W
NCU04466	YFL061W
NCU04479	YDR415C
NCU04994	YDR415C
NCU04561	YOR363C
NCU04561	YAL051W
NCU04639	YGR131W
NCU04639	YPR149W
NCU04653	YIL067C
NCU06085	YIL067C
NCU04747	YDR122W
NCU04747	YLR096W
NCU04827	YBR033W
NCU04827	YKL038W
NCU04990	YPL026C
NCU04990	YDR247W
NCU05079	YKR093W
NCU08738	YKR093W
NCU05290	YML106W
NCU05290	YMR271C
NCU05391	YJR077C
NCU05390	YJR077C
NCU05457	YNL052W
NCU05457	YIL111W
NCU11324	YPR097W
NCU05560	YPR097W
NCU05565	YAL011W
NCU06928	YAL011W
NCU05859	YEL023C
NCU05694	YEL023C
NCU05721	YKR021W
NCU05721	YJL084C
NCU07293	YGL215W
NCU05726	YGL215W
NCU05939	YER066W
NCU05939	YFL009W
NCU09886	YHR067W
NCU06180	YHR067W
NCU06199	YPR042C
NCU06199	YJR091C
NCU06249	YOL045W
NCU06249	YAL017W
NCU06256	YNL108C
NCU06256	YOR110W
NCU06276	YJL083W
NCU06276	YKR019C
NCU06361	YDR233C
NCU06361	YDL204W
NCU06399	YDR259C
NCU06399	YOR028C
NCU06425	YJR115W
NCU06425	YBL043W
NCU06648	YBL085W
NCU06648	YER114C
NCU06864	YEL007W
NCU06864	YHR177W
NCU06907	YDR146C
NCU06907	YLR131C
NCU10125	YPR200C
NCU07197	YPR200C
NCU07587	YDL056W
NCU07246	YDL056W
NCU07572	YNL144C
NCU07572	YHR131C
NCU07836	YDR197W
NCU07836	YHR063C
NCU07869	YHR133C
NCU07869	YNL156C
NCU07955	YOR147W
NCU07955	YHR194W
NCU08939	YEL036C
NCU08024	YEL036C
NCU08372	YLR020C
NCU08372	YLL012W
NCU08594	YDR213W
NCU08594	YLR228C
NCU08602	YPR170W-B
NCU08602	YPR169W-A
NCU09071	YGR092W
NCU09071	YPR111W
NCU09108	YGR273C
NCU09108	YMR295C
NCU09243	YGR009C
NCU09243	YMR017W
NCU09319	YML034W
NCU09319	YDR458C
NCU09360	YGR212W
NCU09639	YGR212W
NCU09449	YPL228W
NCU09449	YMR180C
NCU09466	YLR108C
NCU09466	YDR132C
NCU09860	YML109W
NCU09860	YMR273C
NCU10436	YMR305C
NCU10436	YGR279C
NCU16947	YNL094W
NCU11176	YNL094W
NCU11322	YDR501W
NCU11322	YLR183C
NCU11427	YOR042W
NCU11427	YDR273W
NCU00006	YAR014C
NCU00007	YNL294C
NCU00027	YMR059W
NCU00033	YPR153W
NCU00041	YJR086W
NCU00050	YGR193C
NCU00064	YNL233W
NCU00083	YDR169C
NCU00090	YHL027W
NCU00101	YCL052C
NCU00151	YIL019W
NCU00152	YJR092W
NCU00161	YJR098C
NCU00211	YKL138C
NCU00225	YLR150W
NCU00237	YGL248W
NCU00273	YJL039C
NCU00357	YGL219C
NCU00395	YLR203C
NCU00427	YEL015W
NCU00431	YNL131W
NCU00436	YBR179C
NCU00444	YPL129W
NCU00445	YDR421W
NCU00461	YDL215C
NCU00468	YBR166C
NCU00502	YPL078C
NCU00506	YMR123W
NCU00522	YHR112C
NCU00599	YKL155C
NCU00600	YIL118W
NCU00628	YER022W
NCU00641	YJL003W
NCU00644	YPR020W
NCU00649	YOR209C
NCU00665	YHR202W
NCU00675	YMR212C
NCU00680	YPR002W
NCU00689	YBL086C
NCU00692	YHR064C
NCU00717	YJL108C
NCU00737	YKR065C
NCU00830	YLR411W
NCU00952	YMR225C
NCU00963	YKR080W
NCU00965	YML055W
NCU01101	YOL026C
NCU01149	YML079W
NCU01216	YJR090C
NCU01252	YMR100W
NCU01254	YNR039C
NCU01255	YOR211C
NCU01279	YIL090W
NCU01294	YJR062C
NCU01304	YOR017W
NCU01329	YLR063W
NCU01362	YFL013C
NCU01470	YEL013W
NCU01473	YDR322W
NCU01485	YPL173W
NCU01489	YDL235C
NCU01584	YJR053W
NCU01640	YDL020C
NCU01650	YKL167C
NCU01689	YMR241W
NCU01793	YDR381W
NCU01799	YBR233W-A
NCU01856	YFL031W
NCU01878	YLR309C
NCU01884	YGR042W
NCU01894	YGR165W
NCU01911	YNL272C
NCU01976	YHL024W
NCU01982	YNL080C
NCU02013	YFR011C
NCU02026	YDR229W
NCU02064	YGR235C
NCU02067	YOL009C
NCU02118	YOL003C
NCU02168	YDR090C
NCU02233	YIR007W
NCU02267	YLR077W
NCU02276	YBR081C
NCU02277	YJR112W-A
NCU02281	YOR124C
NCU02367	YMR265C
NCU02378	YCR061W
NCU02381	YER026C
NCU02473	YGR119C
NCU02497	YEL055C
NCU02530	YLL009C
NCU02579	YDR262W
NCU02635	YPL050C
NCU02681	YBR171W
NCU02684	YMR044W
NCU02690	YNL115C
NCU02765	YHR087W
NCU02804	YGR076C
NCU02833	YOR296W
NCU02899	YJL123C
NCU02940	YIL039W
NCU02941	YER010C
NCU02996	YDR452W
NCU03008	YDR493W
NCU03021	YGL045W
NCU03028	YMR276W
NCU03041	YJR141W
NCU03045	YLR084C
NCU03096	YPL011C
NCU03118	YIR034C
NCU03193	YPR063C
NCU03230	YNL306W
NCU03237	YMR055C
NCU03343	YIL093C
NCU03381	YOR311C
NCU03405	YDR016C
NCU03462	YLR352W
NCU03516	YCR003W
NCU03517	YGL213C
NCU03537	YDR254W
NCU03561	YDL198C
NCU03649	YJR052W
NCU03658	YJL204C
NCU03660	YKL051W
NCU03662	YNL085W
NCU03678	YMR171C
NCU03712	YKL098W
NCU03850	YIR032C
NCU03862	YDR058C
NCU03885	YOR023C
NCU03889	YKL006C-A
NCU03908	YER004W
NCU03909	YKR062W
NCU03925	YOR084W
NCU03968	YEL019C
NCU04007	YKR082W
NCU04050	YEL009C
NCU04082	YIL098C
NCU04095	YDL117W
NCU04115	YGR167W
NCU04143	YKL116C
NCU04179	YOR113W
NCU04188	YOL129W
NCU04198	YPR018W
NCU04225	YKR085C
NCU04246	YMR289W
NCU04273	YNL175C
NCU04274	YIR011C
NCU04317	YOR021C
NCU04320	YPL254W
NCU04335	YNL183C
NCU04337	YDR346C
NCU04381	YLR137W
NCU04388	YDL046W
NCU04410	YJL087C
NCU04415	YML128C
NCU04512	YJR140C
NCU04580	YPR139C
NCU04601	YIL140W
NCU04644	YGR147C
NCU04724	YCL034W
NCU04743	YBR094W
NCU04760	YMR071C
NCU04777	YGL159W
NCU04789	YGL164C
NCU04986	YDR362C
NCU05007	YPL054W
NCU05067	YNL051W
NCU05077	YBR290W
NCU05195	YJL049W
NCU05203	YDL133W
NCU05211	YBR156C
NCU05220	YDR377W
NCU05226	YDR061W
NCU05237	YDR367W
NCU05254	YKL181W
NCU05263	YDR308C
NCU05266	YLL032C
NCU05280	YKL052C
NCU05304	YOR198C
NCU05343	YBL051C
NCU05360	YNL321W
NCU05426	YDR267C
NCU05517	YJR144W
NCU05539	YGR247W
NCU05686	YEL040W
NCU05706	YIR038C
NCU05771	YOR352W
NCU05816	YDL067C
NCU05979	YBR095C
NCU05985	YBL011W
NCU05986	YBR151W
NCU05989	YFR033C
NCU06021	YPR169W
NCU06066	YDL045W-A
NCU06076	YIL156W-B
NCU06088	YOR252W
NCU06150	YPR061C
NCU06193	YLL006W
NCU06200	YNR021W
NCU06201	YBL001C
NCU06205	YCR084C
NCU06209	YCL012C
NCU06227	YBR141C
NCU06246	YGL064C
NCU06259	YDL113C
NCU06271	YML020W
NCU06312	YDL035C
NCU06331	YAL009W
NCU06339	YIL101C
NCU06369	YNL181W
NCU06436	YCR068W
NCU06446	YBR279W
NCU06463	YAL034W-A
NCU06540	YCR077C
NCU06554	YNL010W
NCU06593	YBR200W
NCU06637	YDR479C
NCU06651	YOR052C
NCU06703	YNL291C
NCU06706	YHR187W
NCU06748	YIL157C
NCU06786	YMR286W
NCU06801	YDR428C
NCU06878	YGR113W
NCU06968	YLL023C
NCU06974	YFR025C
NCU06981	YHL028W
NCU07012	YJL020C
NCU07018	YPL116W
NCU07020	YOR132W
NCU07170	YIR030C
NCU07282	YKL054C
NCU07295	YJL054W
NCU07307	YKL182W
NCU07308	YPL231W
NCU07329	YOR174W
NCU07383	YDR176W
NCU07386	YJR101W
NCU07403	YDL212W
NCU07412	YGL131C
NCU07417	YKR088C
NCU07435	YLR330W
NCU07481	YOR188W
NCU07504	YCL038C
NCU07531	YBR295W
NCU07571	YJR112W
NCU07585	YBR213W
NCU07655	YGL172W
NCU07682	YJL071W
NCU07714	YDL063C
NCU07727	YDR100W
NCU07739	YNL237W
NCU07793	YDR470C
NCU07795	YPR143W
NCU07824	YAL010C
NCU07863	YDR359C
NCU07935	YBL107C
NCU08045	YGR157W
NCU08067	YER118C
NCU08093	YML081C-A
NCU08161	YNL206C
NCU08177	YJL057C
NCU08278	YMR166C
NCU08299	YMR024W
NCU08343	YOR301W
NCU08365	YBR193C
NCU08369	YBL029C-A
NCU08374	YFR016C
NCU08468	YLR319C
NCU08611	YGL252C
NCU08682	YNL091W
NCU08736	YCL047C
NCU08743	YBR106W
NCU08766	YLR423C
NCU08807	YGL035C
NCU08840	YMR033W
NCU08860	YLR104W
NCU08879	YDR217C
NCU08898	YDR234W
NCU08909	YMR307W
NCU08947	YJL166W
NCU08959	YPL260W
NCU08961	YNL054W
NCU08992	YDR079W
NCU09010	YDR124W
NCU09085	YHR071W
NCU09107	YGR105W
NCU09130	YAL013W
NCU09143	YDR322C-A
NCU09204	YGL247W
NCU09291	YPR037C
NCU09310	YDR028C
NCU09337	YNL279W
NCU09514	YOR322C
NCU09528	YER002W
NCU09537	YFL047W
NCU09552	YNL273W
NCU09561	YOL146W
NCU09598	YMR302C
NCU09599	YDR512C
NCU09733	YMR244W
NCU09770	YBL015W
NCU09825	YLL002W
NCU09826	YLR312W-A
NCU09852	YBR096W
NCU10036	YOR216C
NCU10044	YKL114C
NCU10381	YGL114W
NCU10518	YOR043W
NCU10747	YMR129W
NCU10897	YDR320C-A
NCU11000	YBR215W
NCU11027	YOL098C
NCU11241	YGL085W
NCU11345	YPL118W
NCU11369	YIL041W
NCU12100	YLR218C
NCU16329	YMR002W
NCU16368	YGL196W
NCU16397	YGL122C
NCU16511	YBR022W
NCU16549	YMR126C
NCU16725	YOR087W
NCU16779	YKL014C
NCU16890	YJL025W
NCU16891	YOR305W
NCU16952	YLR099W-A
NCU16968	YOR037W
NCU16971	YHR079C-A
