Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUST00000109541	Ensembl Transcript	MGI:3648665	Atp6ap1l	ATPase, H+ transporting, lysosomal accessory protein 1-like	protein coding gene
ENSMUST00000109546	Ensembl Transcript	MGI:102889	Vcan	versican	protein coding gene
ENSMUST00000109547	Ensembl Transcript	MGI:1919055	Nup93	nucleoporin 93	protein coding gene
ENSMUST00000109552	Ensembl Transcript	MGI:97860	Rasa1	RAS p21 protein activator 1	protein coding gene
ENSMUST00000109553	Ensembl Transcript	MGI:98663	Tef	thyrotroph embryonic factor	protein coding gene
ENSMUST00000109554	Ensembl Transcript	MGI:1328310	Zc3h7b	zinc finger CCCH type containing 7B	protein coding gene
ENSMUST00000109556	Ensembl Transcript	MGI:2442978	Ogfod1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	protein coding gene
ENSMUST00000109558	Ensembl Transcript	MGI:1352499	Ndrg3	N-myc downstream regulated gene 3	protein coding gene
ENSMUST00000109563	Ensembl Transcript	MGI:2667252	Ehbp1	EH domain binding protein 1	protein coding gene
ENSMUST00000109582	Ensembl Transcript	MGI:3779470	Ces1b	carboxylesterase 1B	protein coding gene
ENSMUST00000109587	Ensembl Transcript	MGI:2157953	Rbm39	RNA binding motif protein 39	protein coding gene
ENSMUST00000109594	Ensembl Transcript	MGI:2135601	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	protein coding gene
ENSMUST00000109605	Ensembl Transcript	MGI:88096	Atf4	activating transcription factor 4	protein coding gene
ENSMUST00000109608	Ensembl Transcript	MGI:2386621	Cpne1	copine I	protein coding gene
ENSMUST00000109611	Ensembl Transcript	MGI:1921812	Fer1l4	fer-1-like 4 (C. elegans)	protein coding gene
ENSMUST00000109614	Ensembl Transcript	MGI:1924001	Chd9	chromodomain helicase DNA binding protein 9	protein coding gene
ENSMUST00000109621	Ensembl Transcript	MGI:3039593	Tox3	TOX high mobility group box family member 3	protein coding gene
ENSMUST00000109643	Ensembl Transcript	MGI:1202066	Sec61g	SEC61, gamma subunit	protein coding gene
ENSMUST00000109645	Ensembl Transcript	MGI:2384826	Vstm2a	V-set and transmembrane domain containing 2A	protein coding gene
ENSMUST00000109648	Ensembl Transcript	MGI:1922979	Fam227a	family with sequence similarity 227, member A	protein coding gene
ENSMUST00000109655	Ensembl Transcript	MGI:1891217	Zfp423	zinc finger protein 423	protein coding gene
ENSMUST00000109670	Ensembl Transcript	MGI:1929915	Ncoa6	nuclear receptor coactivator 6	protein coding gene
ENSMUST00000109685	Ensembl Transcript	MGI:1202301	Itch	itchy, E3 ubiquitin protein ligase	protein coding gene
ENSMUST00000109686	Ensembl Transcript	MGI:1921763	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	protein coding gene
ENSMUST00000109689	Ensembl Transcript	MGI:1349410	Triobp	TRIO and F-actin binding protein	protein coding gene
ENSMUST00000109691	Ensembl Transcript	MGI:2444365	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	protein coding gene
ENSMUST00000109725	Ensembl Transcript	MGI:1333833	Cbfa2t2	CBFA2/RUNX1 translocation partner 2	protein coding gene
ENSMUST00000109728	Ensembl Transcript	MGI:101772	Snta1	syntrophin, acidic 1	protein coding gene
ENSMUST00000109731	Ensembl Transcript	MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	protein coding gene
ENSMUST00000109734	Ensembl Transcript	MGI:109486	Prdx2	peroxiredoxin 2	protein coding gene
ENSMUST00000109735	Ensembl Transcript	MGI:3040707	Zfp595	zinc finger protein 595	protein coding gene
ENSMUST00000109736	Ensembl Transcript	MGI:1916974	Rnaseh2a	ribonuclease H2, large subunit	protein coding gene
ENSMUST00000109737	Ensembl Transcript	MGI:1924855	H2afv	H2A histone family, member V	protein coding gene
ENSMUST00000109741	Ensembl Transcript	MGI:1861901	Mast1	microtubule associated serine/threonine kinase 1	protein coding gene
ENSMUST00000109748	Ensembl Transcript	MGI:1929468	Txn2	thioredoxin 2	protein coding gene
ENSMUST00000109753	Ensembl Transcript	MGI:3647736	Bpifa6	BPI fold containing family A, member 6	protein coding gene
ENSMUST00000109757	Ensembl Transcript	MGI:2685852	Bpifb4	BPI fold containing family B, member 4	protein coding gene
ENSMUST00000109764	Ensembl Transcript	MGI:97311	Nfix	nuclear factor I/X	protein coding gene
ENSMUST00000109774	Ensembl Transcript	MGI:1261819	Dnmt3b	DNA methyltransferase 3B	protein coding gene
ENSMUST00000109786	Ensembl Transcript	MGI:106374	Zmiz2	zinc finger, MIZ-type containing 2	protein coding gene
ENSMUST00000109790	Ensembl Transcript	MGI:2684063	Asxl1	additional sex combs like 1	protein coding gene
ENSMUST00000109795	Ensembl Transcript	MGI:1933165	Plagl2	pleiomorphic adenoma gene-like 2	protein coding gene
ENSMUST00000109799	Ensembl Transcript	MGI:96052	Hck	hemopoietic cell kinase	protein coding gene
ENSMUST00000109820	Ensembl Transcript	MGI:88139	Bcl2l1	BCL2-like 1	protein coding gene
ENSMUST00000109821	Ensembl Transcript	MGI:2135755	Cox4i2	cytochrome c oxidase subunit 4I2	protein coding gene
ENSMUST00000109824	Ensembl Transcript	MGI:96396	Id1	inhibitor of DNA binding 1, HLH protein	protein coding gene
ENSMUST00000109836	Ensembl Transcript	MGI:2442320	Defb20	defensin beta 20	protein coding gene
ENSMUST00000109847	Ensembl Transcript	MGI:1344372	Rbck1	RanBP-type and C3HC4-type zinc finger containing 1	protein coding gene
ENSMUST00000109856	Ensembl Transcript	MGI:1923639	Ankrd36	ankyrin repeat domain 36	protein coding gene
ENSMUST00000109865	Ensembl Transcript	MGI:1921097	Fam110a	family with sequence similarity 110, member A	protein coding gene
ENSMUST00000109867	Ensembl Transcript	MGI:3039616	Znrf3	zinc and ring finger 3	protein coding gene
ENSMUST00000109871	Ensembl Transcript	MGI:1349470	Trpc7	transient receptor potential cation channel, subfamily C, member 7	protein coding gene
ENSMUST00000109875	Ensembl Transcript	MGI:2139270	Snph	syntaphilin	protein coding gene
ENSMUST00000109885	Ensembl Transcript	MGI:109452	Smad1	SMAD family member 1	protein coding gene
ENSMUST00000109896	Ensembl Transcript	MGI:1925427	Ninl	ninein-like	protein coding gene
ENSMUST00000109901	Ensembl Transcript	MGI:109301	Papola	poly (A) polymerase alpha	protein coding gene
ENSMUST00000109905	Ensembl Transcript	MGI:1914761	Tmed9	transmembrane p24 trafficking protein 9	protein coding gene
ENSMUST00000109910	Ensembl Transcript	MGI:97307	Nf2	neurofibromin 2	protein coding gene
ENSMUST00000109913	Ensembl Transcript	MGI:99459	Nr3c2	nuclear receptor subfamily 3, group C, member 2	protein coding gene
ENSMUST00000109914	Ensembl Transcript	MGI:3652219	Zfp345	zinc finger protein 345	protein coding gene
ENSMUST00000109916	Ensembl Transcript	MGI:3651999	Zfp442	zinc finger protein 442	protein coding gene
ENSMUST00000109930	Ensembl Transcript	MGI:1922702	Ascc2	activating signal cointegrator 1 complex subunit 2	protein coding gene
ENSMUST00000109934	Ensembl Transcript	MGI:3702158	Syndig1	synapse differentiation inducing 1	protein coding gene
ENSMUST00000109937	Ensembl Transcript	MGI:2136957	Clmn	calmin	protein coding gene
ENSMUST00000109943	Ensembl Transcript	MGI:1921552	Mtmr3	myotubularin related protein 3	protein coding gene
ENSMUST00000109947	Ensembl Transcript	MGI:107161	Cst8	cystatin 8 (cystatin-related epididymal spermatogenic)	protein coding gene
ENSMUST00000109948	Ensembl Transcript	MGI:1923078	Hormad2	HORMA domain containing 2	protein coding gene
ENSMUST00000109955	Ensembl Transcript	MGI:2652834	Cstl1	cystatin-like 1	protein coding gene
ENSMUST00000109961	Ensembl Transcript	MGI:1929619	Nxt1	NTF2-related export protein 1	protein coding gene
ENSMUST00000109962	Ensembl Transcript	MGI:105372	Sstr4	somatostatin receptor 4	protein coding gene
ENSMUST00000109968	Ensembl Transcript	MGI:97485	Pax1	paired box 1	protein coding gene
ENSMUST00000109985	Ensembl Transcript	MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	protein coding gene
ENSMUST00000109986	Ensembl Transcript	MGI:3036245	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	protein coding gene
ENSMUST00000109993	Ensembl Transcript	MGI:98534	Tcn2	transcobalamin 2	protein coding gene
ENSMUST00000109995	Ensembl Transcript	MGI:2144150	Slc35e4	solute carrier family 35, member E4	protein coding gene
ENSMUST00000110001	Ensembl Transcript	MGI:1351337	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	protein coding gene
ENSMUST00000110002	Ensembl Transcript	MGI:3642748	Zfp882	zinc finger protein 882	protein coding gene
ENSMUST00000110003	Ensembl Transcript	MGI:2685119	Eif4e1b	eukaryotic translation initiation factor 4E family member 1B	protein coding gene
ENSMUST00000110007	Ensembl Transcript	MGI:2137513	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	protein coding gene
ENSMUST00000110030	Ensembl Transcript	MGI:1916428	Snx5	sorting nexin 5	protein coding gene
ENSMUST00000110031	Ensembl Transcript	MGI:1338011	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	protein coding gene
ENSMUST00000110036	Ensembl Transcript	MGI:95481	Ptk2	PTK2 protein tyrosine kinase 2	protein coding gene
ENSMUST00000110043	Ensembl Transcript	MGI:1891832	Patz1	POZ (BTB) and AT hook containing zinc finger 1	protein coding gene
ENSMUST00000110048	Ensembl Transcript	MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	protein coding gene
ENSMUST00000110052	Ensembl Transcript	MGI:1924340	Ocel1	occludin/ELL domain containing 1	protein coding gene
ENSMUST00000110053	Ensembl Transcript	MGI:1914273	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	protein coding gene
ENSMUST00000110057	Ensembl Transcript	MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	protein coding gene
ENSMUST00000110064	Ensembl Transcript	MGI:1920149	Macrod2	MACRO domain containing 2	protein coding gene
ENSMUST00000110066	Ensembl Transcript	MGI:2441763	Gpr68	G protein-coupled receptor 68	protein coding gene
ENSMUST00000110081	Ensembl Transcript	MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	protein coding gene
ENSMUST00000110082	Ensembl Transcript	MGI:88251	Calm1	calmodulin 1	protein coding gene
ENSMUST00000110087	Ensembl Transcript	MGI:1353657	Fgd3	FYVE, RhoGEF and PH domain containing 3	protein coding gene
ENSMUST00000110089	Ensembl Transcript	MGI:1891836	Mkks	McKusick-Kaufman syndrome	protein coding gene
ENSMUST00000110092	Ensembl Transcript	MGI:97843	Rab3a	RAB3A, member RAS oncogene family	protein coding gene
ENSMUST00000110105	Ensembl Transcript	MGI:1919824	Zc3h14	zinc finger CCCH type containing 14	protein coding gene
ENSMUST00000110109	Ensembl Transcript	MGI:107464	Plcb4	phospholipase C, beta 4	protein coding gene
ENSMUST00000110113	Ensembl Transcript	MGI:1919508	Kcnk10	potassium channel, subfamily K, member 10	protein coding gene
ENSMUST00000110116	Ensembl Transcript	MGI:97613	Plcb1	phospholipase C, beta 1	protein coding gene
ENSMUST00000110125	Ensembl Transcript	MGI:1933176	Gsdmc	gasdermin C	protein coding gene
ENSMUST00000110132	Ensembl Transcript	MGI:1920997	Shld1	shieldin complex subunit 1	protein coding gene
ENSMUST00000110146	Ensembl Transcript	MGI:104526	Mef2b	myocyte enhancer factor 2B	protein coding gene
ENSMUST00000110148		No associated gene			
ENSMUST00000110155	Ensembl Transcript	MGI:1916944	Tatdn1	TatD DNase domain containing 1	protein coding gene
ENSMUST00000110160	Ensembl Transcript	MGI:1933210	Tm6sf2	transmembrane 6 superfamily member 2	protein coding gene
ENSMUST00000110164	Ensembl Transcript	MGI:1917862	Tmem230	transmembrane protein 230	protein coding gene
ENSMUST00000110167	Ensembl Transcript	MGI:1914434	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	protein coding gene
ENSMUST00000110168	Ensembl Transcript	MGI:109271	Zhx1	zinc fingers and homeoboxes 1	protein coding gene
ENSMUST00000110172	Ensembl Transcript	MGI:1346999	Prnd	prion like protein doppel	protein coding gene
ENSMUST00000110181	Ensembl Transcript	MGI:2445356	Smox	spermine oxidase	protein coding gene
ENSMUST00000110196	Ensembl Transcript	MGI:2446114	Slc22a22	solute carrier family 22 (organic cation transporter), member 22	protein coding gene
ENSMUST00000110199	Ensembl Transcript	MGI:2444773	Mavs	mitochondrial antiviral signaling protein	protein coding gene
ENSMUST00000110208	Ensembl Transcript	MGI:1916846	Ap5s1	adaptor-related protein 5 complex, sigma 1 subunit	protein coding gene
ENSMUST00000110216	Ensembl Transcript	MGI:2675306	Zfp930	zinc finger protein 930	protein coding gene
ENSMUST00000110218	Ensembl Transcript	MGI:3513546	Spef1	sperm flagellar 1	protein coding gene
ENSMUST00000110242	Ensembl Transcript	MGI:1918135	Ints10	integrator complex subunit 10	protein coding gene
ENSMUST00000110255	Ensembl Transcript	MGI:1920175	March1	membrane-associated ring finger (C3HC4) 1	protein coding gene
ENSMUST00000110272	Ensembl Transcript	MGI:1321385	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	protein coding gene
ENSMUST00000110275	Ensembl Transcript	MGI:2667778	Serpinb6e	serine (or cysteine) peptidase inhibitor, clade B, member 6e	protein coding gene
ENSMUST00000110288	Ensembl Transcript	MGI:2385972	Ebf4	early B cell factor 4	protein coding gene
ENSMUST00000110293	Ensembl Transcript	MGI:894688	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b	protein coding gene
ENSMUST00000110294	Ensembl Transcript	MGI:2685106	Elmsan1	ELM2 and Myb/SANT-like domain containing 1	protein coding gene
ENSMUST00000110297	Ensembl Transcript	MGI:2179326	Oxr1	oxidation resistance 1	protein coding gene
ENSMUST00000110299	Ensembl Transcript	MGI:98732	Tgm3	transglutaminase 3, E polypeptide	protein coding gene
ENSMUST00000110305	Ensembl Transcript	MGI:2443132	Lrp12	low density lipoprotein-related protein 12	protein coding gene
ENSMUST00000110320	Ensembl Transcript	MGI:1926001	Zc3h6	zinc finger CCCH type containing 6	protein coding gene
ENSMUST00000110324	Ensembl Transcript	MGI:1917620	Fbln7	fibulin 7	protein coding gene
ENSMUST00000110325	Ensembl Transcript	MGI:1919727	Tmem87b	transmembrane protein 87B	protein coding gene
ENSMUST00000110335	Ensembl Transcript	MGI:3649927	Prl2c1	Prolactin family 2, subfamily c, member 1	protein coding gene
ENSMUST00000110336	Ensembl Transcript	MGI:1918040	Ubr5	ubiquitin protein ligase E3 component n-recognin 5	protein coding gene
ENSMUST00000110341	Ensembl Transcript	MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	protein coding gene
ENSMUST00000110347	Ensembl Transcript	MGI:1929878	Smoc1	SPARC related  modular calcium binding 1	protein coding gene
ENSMUST00000110350	Ensembl Transcript	MGI:1921438	Prl8a8	prolactin family 8, subfamily a, member 81	protein coding gene
ENSMUST00000110355	Ensembl Transcript	MGI:1332225	Prl8a6	prolactin family 8, subfamily a, member 6	protein coding gene
ENSMUST00000110357	Ensembl Transcript	MGI:1858233	Nphp1	nephronophthisis 1 (juvenile) homolog (human)	protein coding gene
ENSMUST00000110363	Ensembl Transcript	MGI:894281	Prl8a2	prolactin family 8, subfamily a, member 2	protein coding gene
ENSMUST00000110364	Ensembl Transcript	MGI:1351649	Prl3c1	prolactin family 3, subfamily c, member 1	protein coding gene
ENSMUST00000110366	Ensembl Transcript	MGI:1919430	Zfp661	zinc finger protein 661	protein coding gene
ENSMUST00000110369	Ensembl Transcript	MGI:97762	Prl	prolactin	protein coding gene
ENSMUST00000110375	Ensembl Transcript	MGI:2139090	Stard7	START domain containing 7	protein coding gene
ENSMUST00000110378	Ensembl Transcript	MGI:2142610	Snx25	sorting nexin 25	protein coding gene
ENSMUST00000110381	Ensembl Transcript	MGI:1914870	Lrp2bp	Lrp2 binding protein	protein coding gene
ENSMUST00000110384	Ensembl Transcript	MGI:2444879	Ripor2	RHO family interacting cell polarization regulator 2	protein coding gene
ENSMUST00000110387	Ensembl Transcript	MGI:2444777	Ncaph	non-SMC condensin I complex, subunit H	protein coding gene
ENSMUST00000110388	Ensembl Transcript	MGI:109602	Gphn	gephyrin	protein coding gene
ENSMUST00000110395	Ensembl Transcript	MGI:96921	Max	Max protein	protein coding gene
ENSMUST00000110408	Ensembl Transcript	MGI:2182357	Ropn1l	ropporin 1-like	protein coding gene
ENSMUST00000110410	Ensembl Transcript	MGI:1917904	Ankrd33b	ankyrin repeat domain 33B	protein coding gene
ENSMUST00000110411	Ensembl Transcript	MGI:2181992	Adam34	a disintegrin and metallopeptidase domain 34	protein coding gene
ENSMUST00000110416	Ensembl Transcript	MGI:1934029	Usp8	ubiquitin specific peptidase 8	protein coding gene
ENSMUST00000110425	Ensembl Transcript	MGI:95611	Gabpb1	GA repeat binding protein, beta 1	protein coding gene
ENSMUST00000110433	Ensembl Transcript	MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	protein coding gene
ENSMUST00000110451	Ensembl Transcript	MGI:2673872	Syt16	synaptotagmin XVI	protein coding gene
ENSMUST00000110457	Ensembl Transcript	MGI:107716	Myo10	myosin X	protein coding gene
ENSMUST00000110463	Ensembl Transcript	MGI:1330276	Cops2	COP9 signalosome subunit 2	protein coding gene
ENSMUST00000110473	Ensembl Transcript	MGI:2448409	Hist1h2bp	histone cluster 1, H2bp	protein coding gene
ENSMUST00000110476	Ensembl Transcript	MGI:3710645	Hist1h2br	histone cluster 1 H2br	protein coding gene
ENSMUST00000110483	Ensembl Transcript	MGI:2385331	Stard13	StAR-related lipid transfer (START) domain containing 13	protein coding gene
ENSMUST00000110491	Ensembl Transcript	MGI:104886	Gpx5	glutathione peroxidase 5	protein coding gene
ENSMUST00000110494	Ensembl Transcript	MGI:103150	Slc12a1	solute carrier family 12, member 1	protein coding gene
ENSMUST00000110506	Ensembl Transcript	MGI:1929899	Sqor	sulfide quinone oxidoreductase	protein coding gene
ENSMUST00000110510	Ensembl Transcript	MGI:95729	Gli3	GLI-Kruppel family member GLI3	protein coding gene
ENSMUST00000110516	Ensembl Transcript	MGI:2444115	Hecw1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	protein coding gene
ENSMUST00000110521	Ensembl Transcript	MGI:3702173	Gm14085	predicted gene 14085	protein coding gene
ENSMUST00000110525	Ensembl Transcript	MGI:1913105	Slc28a2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	protein coding gene
ENSMUST00000110534	Ensembl Transcript	MGI:2137512	Arid4b	AT rich interactive domain 4B (RBP1-like)	protein coding gene
ENSMUST00000110538	Ensembl Transcript	MGI:2384861	Duoxa1	dual oxidase maturation factor 1	protein coding gene
ENSMUST00000110542	Ensembl Transcript	MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	protein coding gene
ENSMUST00000110551	Ensembl Transcript	MGI:98266	Sord	sorbitol dehydrogenase	protein coding gene
ENSMUST00000110559	Ensembl Transcript	MGI:107448	Lyst	lysosomal trafficking regulator	protein coding gene
ENSMUST00000110560	Ensembl Transcript	MGI:3781262	Gm3086	predicted gene 3086	pseudogene
ENSMUST00000110570	Ensembl Transcript	MGI:1925503	Map4k5	mitogen-activated protein kinase kinase kinase kinase 5	protein coding gene
ENSMUST00000110583	Ensembl Transcript	MGI:1913646	Ccdc82	coiled-coil domain containing 82	protein coding gene
ENSMUST00000110585	Ensembl Transcript	MGI:1351663	Skp2	S-phase kinase-associated protein 2 (p45)	protein coding gene
ENSMUST00000110594	Ensembl Transcript	MGI:97618	Prl2c2	prolactin family 2, subfamily c, member 2	protein coding gene
ENSMUST00000110598	Ensembl Transcript	MGI:1914660	4930449I24Rik	RIKEN cDNA 4930449I24 gene	protein coding gene
ENSMUST00000110602	Ensembl Transcript	MGI:1926186	Wdr76	WD repeat domain 76	protein coding gene
ENSMUST00000110617	Ensembl Transcript	MGI:1920942	Cplane1	ciliogenesis and planar polarity effector 1	protein coding gene
ENSMUST00000110619	Ensembl Transcript	MGI:1913733	Rpl36al	ribosomal protein L36A-like	protein coding gene
ENSMUST00000110621	Ensembl Transcript	MGI:1916956	Lrr1	leucine rich repeat protein 1	protein coding gene
ENSMUST00000110648	Ensembl Transcript	MGI:1351320	Trp53bp1	transformation related protein 53 binding protein 1	protein coding gene
ENSMUST00000110658	Ensembl Transcript	MGI:1196293	Tubgcp4	tubulin, gamma complex associated protein 4	protein coding gene
ENSMUST00000110661	Ensembl Transcript	MGI:2139317	Zscan29	zinc finger SCAN domains 29	protein coding gene
ENSMUST00000110667	Ensembl Transcript	MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	protein coding gene
ENSMUST00000110673	Ensembl Transcript	MGI:2141165	Kpna7	karyopherin alpha 7 (importin alpha 8)	protein coding gene
ENSMUST00000110674	Ensembl Transcript	MGI:1353659	Lcmt2	leucine carboxyl methyltransferase 2	protein coding gene
ENSMUST00000110675	Ensembl Transcript	MGI:2151164	Tgm7	transglutaminase 7	protein coding gene
ENSMUST00000110677	Ensembl Transcript	MGI:1923038	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	protein coding gene
ENSMUST00000110687	Ensembl Transcript	MGI:1931050	Ralgapa1	Ral GTPase activating protein, alpha subunit 1	protein coding gene
ENSMUST00000110689	Ensembl Transcript	MGI:88235	C7	complement component 7	protein coding gene
ENSMUST00000110690	Ensembl Transcript	MGI:1914291	Oxct1	3-oxoacid CoA transferase 1	protein coding gene
ENSMUST00000110691	Ensembl Transcript	MGI:1914758	Akr1e1	aldo-keto reductase family 1, member E1	protein coding gene
ENSMUST00000110718	Ensembl Transcript	MGI:1913979	Ankrd61	ankyrin repeat domain 61	protein coding gene
ENSMUST00000110725	Ensembl Transcript	MGI:1332637	Arhgap5	Rho GTPase activating protein 5	protein coding gene
ENSMUST00000110730	Ensembl Transcript	MGI:1344371	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3	protein coding gene
ENSMUST00000110731	Ensembl Transcript	MGI:1914163	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	protein coding gene
ENSMUST00000110741	Ensembl Transcript	MGI:2142877	Fam90a1a	family with sequence similarity 90, member A1A	protein coding gene
ENSMUST00000110758	Ensembl Transcript	MGI:3630303	AY761185	cDNA sequence AY761185	protein coding gene
ENSMUST00000110763	Ensembl Transcript	MGI:1933153	Defb5	defensin beta 5	protein coding gene
ENSMUST00000110766	Ensembl Transcript	MGI:2444450	Fbxl18	F-box and leucine-rich repeat protein 18	protein coding gene
ENSMUST00000110767	Ensembl Transcript	MGI:3647173	Spag11b	sperm associated antigen 11B	protein coding gene
ENSMUST00000110774	Ensembl Transcript	MGI:1352483	Mga	MAX gene associated	protein coding gene
ENSMUST00000110783	Ensembl Transcript	MGI:104294	Tyro3	TYRO3 protein tyrosine kinase 3	protein coding gene
ENSMUST00000110793	Ensembl Transcript	MGI:1916175	Rpap1	RNA polymerase II associated protein 1	protein coding gene
ENSMUST00000110801	Ensembl Transcript	MGI:1916952	Ndufaf1	NADH:ubiquinone oxidoreductase complex assembly factor 1	protein coding gene
ENSMUST00000110805	Ensembl Transcript	MGI:1917895	Oip5	Opa interacting protein 5	protein coding gene
ENSMUST00000110806	Ensembl Transcript	MGI:1891679	Brat1	BRCA1-associated ATM activator 1	protein coding gene
ENSMUST00000110813	Ensembl Transcript	MGI:3588201	Erich1	glutamate rich 1	protein coding gene
ENSMUST00000110817	Ensembl Transcript	MGI:1338033	Spint1	serine protease inhibitor, Kunitz type 1	protein coding gene
ENSMUST00000110819	Ensembl Transcript	MGI:1931221	Hdac9	histone deacetylase 9	protein coding gene
ENSMUST00000110820	Ensembl Transcript	MGI:1919362	Ppp1r14d	protein phosphatase 1, regulatory inhibitor subunit 14D	protein coding gene
ENSMUST00000110832	Ensembl Transcript	MGI:2385897	Tmem184a	transmembrane protein 184a	protein coding gene
ENSMUST00000110836	Ensembl Transcript	MGI:99951	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	protein coding gene
ENSMUST00000110849	Ensembl Transcript	MGI:2441920	Rcor3	REST corepressor 3	protein coding gene
ENSMUST00000110855	Ensembl Transcript	MGI:2446186	Lpgat1	lysophosphatidylglycerol acyltransferase 1	protein coding gene
ENSMUST00000110857	Ensembl Transcript	MGI:107450	Dld	dihydrolipoamide dehydrogenase	protein coding gene
ENSMUST00000110865	Ensembl Transcript	MGI:2442201	Adap1	ArfGAP with dual PH domains 1	protein coding gene
ENSMUST00000110874	Ensembl Transcript	MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	protein coding gene
ENSMUST00000110888	Ensembl Transcript	MGI:109127	Tsc22d1	TSC22 domain family, member 1	protein coding gene
ENSMUST00000110893	Ensembl Transcript	MGI:1916222	Tatdn3	TatD DNase domain containing 3	protein coding gene
ENSMUST00000110894	Ensembl Transcript	MGI:104890	Tpt1	tumor protein, translationally-controlled 1	protein coding gene
ENSMUST00000110905	Ensembl Transcript	MGI:1344427	Zfp68	zinc finger protein 68	protein coding gene
ENSMUST00000110909	Ensembl Transcript	MGI:1860493	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	protein coding gene
ENSMUST00000110920	Ensembl Transcript	MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	protein coding gene
ENSMUST00000110934	Ensembl Transcript	MGI:1913705	Cnpy4	canopy FGF signaling regulator 4	protein coding gene
ENSMUST00000110938	Ensembl Transcript	MGI:1347056	Esrrg	estrogen-related receptor gamma	protein coding gene
ENSMUST00000110942	Ensembl Transcript	MGI:1914466	Mboat2	membrane bound O-acyltransferase domain containing 2	protein coding gene
ENSMUST00000110943	Ensembl Transcript	MGI:1915019	Gpatch2	G patch domain containing 2	protein coding gene
ENSMUST00000110959	Ensembl Transcript	MGI:99182	Zscan21	zinc finger and SCAN domain containing 21	protein coding gene
ENSMUST00000110969	Ensembl Transcript	MGI:2142765	Fam155a	family with sequence similarity 155, member A	protein coding gene
ENSMUST00000110971	Ensembl Transcript	MGI:1916763	1700030C10Rik	RIKEN cDNA 1700030C10 gene	lncRNA gene
ENSMUST00000110978	Ensembl Transcript	MGI:2450532	Pilrb1	paired immunoglobin-like type 2 receptor beta 1	protein coding gene
ENSMUST00000110984	Ensembl Transcript	MGI:99670	Dmtn	dematin actin binding protein	protein coding gene
ENSMUST00000110992	Ensembl Transcript	MGI:1913362	Marc1	mitochondrial amidoxime reducing component 1	protein coding gene
ENSMUST00000111002	Ensembl Transcript	MGI:1918426	Fbxo24	F-box protein 24	protein coding gene
ENSMUST00000111016	Ensembl Transcript	MGI:2442110	Muc15	mucin 15	protein coding gene
ENSMUST00000111035	Ensembl Transcript	MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	protein coding gene
ENSMUST00000111038	Ensembl Transcript	MGI:95407	Epo	erythropoietin	protein coding gene
ENSMUST00000111063	Ensembl Transcript	MGI:1924265	Mpped2	metallophosphoesterase domain containing 2	protein coding gene
ENSMUST00000111064	Ensembl Transcript	MGI:108018	Ntsr2	neurotensin receptor 2	protein coding gene
ENSMUST00000111067	Ensembl Transcript	MGI:1891340	Lpin1	lipin 1	protein coding gene
ENSMUST00000111070	Ensembl Transcript	MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6	protein coding gene
ENSMUST00000111080	Ensembl Transcript	MGI:1098244	Ap1s1	adaptor protein complex AP-1, sigma 1	protein coding gene
ENSMUST00000111088	Ensembl Transcript	MGI:97490	Pax6	paired box 6	protein coding gene
ENSMUST00000111089	Ensembl Transcript	MGI:97314	Nefm	neurofilament, medium polypeptide	protein coding gene
